apple,microsoft,amazon com,tesla,alphabet,alphabet,berkshire hathaway,johnson & johnson,unitedhealth,nvidia,meta platforms,procter & gamble,jpmorgan chase &,exxon mobil,visa,home depot,chevron,mastercard,abbvie,pfizer,bank of,coca cola,costco wholesale,eli lilly,pepsico,broadcom,walmart,cisco systems,merck &,walt disney,verizon communications,abbott laboratories,thermo fisher scientific,comcast,accenture,adobe,mcdonalds,intel corporation,wells fargo,bristol myers squibb,philip morris,danaher,salesforce,texas instrument,qualcomm,union pacific,nike,raytheon technologies,nextera,medtronic,amgen,advanced micro devices,at&t,lowes companies,cvs health,united parcel service,s&p global,honeywell,anthem,prologis,international business machines,conocophillips,oracle,american tower,caterpillar,target,intuit,american express,morgan stanley,lockheed martin,deere,charles schwab,goldman sachs,altria,citigroup,paypal holdings,applied material,automatic data processing,blackrock,servicenow,boeing,mondelez,booking holdings,general electric,starbucks,chubb ltd,duke,stryker,intuitive surgical,netflix,marsh & mclennan,zoetis,3m,cigna,crown castle,analog devices,southern,gilead sciences,cme,blackstone,csx,micron technology,t mobile us,tjx,becton dickinson,pnc financial services,edwards lifesciences,waste management,regeneron,vertex,aon,us bancorp,dominion,truist financial,colgate palmolive,equinix,sherwin williams,eog resources,northrop grumman,lam research,intercontinental exchange,progressive,illinois tool,norfolk southern,boston scientific,public storage,activision blizzard,freeport mcmoran,general dynamics,charter communications,estee lauder,fidelity national information serv,newmont,ford motor,fiserv,dollar general,eaton,palo alto networks,humana,schlumberger,capital one financial,emerson electric,hca healthcare,sempra,marathon petroleum,general motors,air products and chemicals,moodys,uber technologies,archer daniels midland,dow,american electric power,moderna,roper technologies,pioneer natural resource,fedex,marvell technology,marriott,block,oreilly automotive,american,kla,mckesson,centene,exelon,l3harris technologies,kimberly clark,metlife,occidental petroleum,autozone,sysco,nxp semiconductors,illumina,warner bros. discovery inc series,cognizant technology solutions,general mills,valero,synopsys,nucor,johnson controls,ecolab,digital realty,prudential financial,travelers companies,cadence design systems,welltower,paychex,williams,hilton worldwide holdings,corteva,autodesk,dexcom,fortinet,realty income,kroger,chipotle mexican grill,simon property,crowdstrike holdings,lululemon athletica,amphenol,xcel,iqvia holdings,hp,aflac,workday,constellation brands,idexx laboratories,twitter,phillips 66,devon,dollar tree,sba communications reit corp class,global payments,allstate,public service enterprise,motorola solutions,snowflake,ross stores,kinder morgan,agilent technologies,arthur j gallagher,microchip technology,baxter,parker hannifin,cintas,electronic arts,carrier global,dupont de nemours,msci,consolidated edison,avalonbay communities,atlassian,yum brands,trane technologies,ebay,equity residential,verisk analytics,hershey foods,wec,monster beverage,transdigm,walgreen boots alliance,bank of new york mellon,alexandria real estate equities,fastenal,cheniere,discover financial services,resmed,halliburton,weyerhaeuser,international flavors & fragrances,eversource,datadog,otis worldwide,biogen,m&t bank,t rowe price,willis towers watson,ameriprise finance,ppg industries,kraft heinz,oneok,svb financial,rockwell automation,ametek,paccar,mettler toledo,american water works,align technology,hess,kkr and,republic services,old dominion freight line,aptiv,cummins,arista networks,cerner,cbre,first republic bank,lyondellbasell industries nv class,corning,tyson foods,delta air lines,extra space storage,southwest airlines,expedia,trade desk,edison,zimmer biomet holdings,keysight technologies,dte,keurig dr pepper,ball,fifth third bancorp,invitation homes,veeva systems,mccormick & co non voting,church and dwight,equifax
169.8,302.65,3178.35,1030.51,2719.96,2725.81,320.29,167.1,460.99,259.03,318.15,156.73,151.27,73.08,215.71,366.72,129.38,366.3,136.78,54.11,46.26,60.9,488.07,247.07,173.96,577.79,142.52,59.73,81.54,152.27,53.43,126.57,590.1,50.18,348.28,513.34,256.48,54.76,56.69,64.89,101.73,288.4,226.06,182.28,178.86,238.04,146.95,90.75,81.25,107.49,233.83,131.93,20.61,238.41,104.51,205.59,424.15,213.59,448.09,153.43,132.94,87.51,85.55,250.23,229.87,220.01,537.82,166.17,94.01,376.54,383.91,92.16,354.4,50.46,65.3,174.46,152.36,226.44,832.0,522.34,225.01,67.37,2384.21,102.89,97.73,194.98,101.87,260.48,295.49,510.8,158.74,202.7,178.28,239.98,184.0,166.5,68.01,70.43,223.5,113.92,35.25,92.87,106.91,68.91,260.42,216.88,115.83,155.35,611.22,231.07,272.68,62.19,78.46,67.17,83.12,742.94,306.22,105.67,401.63,679.01,126.38,109.87,244.05,275.81,44.22,359.73,82.31,44.29,211.16,582.75,310.95,114.5,61.25,24.38,106.4,213.11,166.63,502.37,387.88,37.54,157.08,96.37,248.73,135.72,74.55,58.79,286.6,344.42,38.41,71.27,60.2,90.32,186.61,445.43,216.09,253.33,77.67,159.51,130.0,665.67,60.9,412.98,252.54,78.69,56.04,228.95,140.88,68.19,36.03,1967.56,78.92,217.42,383.13,29.64,86.19,69.26,85.64,313.48,106.7,74.74,213.4,155.87,115.73,163.57,153.53,87.18,123.03,29.59,144.52,48.14,252.03,429.87,308.47,69.73,48.59,1477.75,153.89,172.85,332.53,79.85,68.39,242.32,37.63,63.66,245.86,243.44,518.17,37.3,88.66,50.36,129.04,326.04,147.1,123.22,65.22,245.49,287.68,99.21,17.7,140.47,155.58,79.33,85.86,327.89,391.06,133.91,49.65,83.77,516.69,81.99,247.98,293.63,126.38,178.43,61.61,90.25,198.45,198.32,95.77,86.7,630.74,53.52,62.92,207.39,58.39,112.32,123.72,240.69,28.6,39.28,141.22,86.8,131.87,83.89,233.81,182.39,170.76,227.16,319.2,163.79,37.43,61.42,668.36,317.5,139.56,95.97,1483.75,162.01,489.56,92.18,67.96,128.61,313.76,149.56,236.0,127.09,92.03,101.41,179.94,100.98,36.65,93.72,39.54,200.21,45.43,177.56,71.0,63.75,126.35,181.42,118.38,38.15,89.55,49.62,43.26,218.27,97.47,103.22,240.66
166.23,303.33,3125.98,995.65,2702.33,2713.04,314.75,166.58,462.52,250.67,319.59,162.0,148.93,73.11,214.68,359.69,128.91,360.73,135.21,53.54,46.44,61.0,490.16,245.05,175.21,563.97,143.94,58.9,81.29,150.11,53.5,126.05,593.37,50.33,343.74,516.58,255.22,53.62,55.57,64.72,101.49,287.03,226.27,178.3,172.47,239.49,145.11,89.7,82.59,107.76,231.3,128.27,20.59,234.7,103.45,203.76,422.95,210.73,448.29,153.59,131.58,87.28,83.38,249.0,221.66,223.84,545.35,161.39,95.73,377.33,375.9,91.51,347.32,50.09,64.24,173.55,143.07,224.83,825.5,521.29,217.08,67.6,2377.09,100.62,96.87,191.88,102.17,258.3,293.46,515.86,158.27,200.58,178.48,238.8,183.19,163.06,68.33,69.07,229.62,112.26,35.25,90.0,105.38,68.51,263.87,208.52,116.16,155.08,618.11,230.84,270.63,57.37,79.03,64.58,84.06,730.49,303.79,105.13,401.65,642.73,125.81,107.63,242.23,278.06,44.05,357.04,82.15,44.08,210.36,581.3,309.52,113.3,64.95,22.45,106.05,219.94,163.39,519.61,377.84,37.1,151.61,94.92,245.33,135.87,73.35,56.24,285.57,346.63,37.86,71.0,59.84,90.3,174.07,442.48,219.06,252.19,76.89,154.2,128.14,659.59,58.84,393.19,251.15,77.61,56.49,227.67,142.68,66.76,35.83,1945.89,77.69,210.95,384.36,28.58,86.04,69.15,84.21,312.14,104.25,73.71,214.8,154.93,113.19,160.07,153.17,85.53,121.27,29.03,142.21,47.22,254.35,435.23,307.16,68.57,48.58,1467.68,148.59,175.71,330.95,78.51,68.12,240.28,36.6,62.76,249.46,242.81,519.13,37.35,87.24,48.93,131.32,321.23,145.86,120.93,65.55,244.25,282.56,99.03,17.43,140.43,154.59,76.66,85.6,323.09,387.84,136.91,48.79,81.58,513.4,82.15,245.97,293.46,124.5,175.7,62.29,89.22,199.86,199.64,96.03,86.73,630.25,53.53,59.24,206.34,58.02,108.33,118.5,241.39,28.38,39.18,139.38,86.87,130.91,83.1,230.81,175.92,167.79,226.56,311.83,161.55,37.22,60.21,655.0,315.63,138.84,94.16,1469.07,161.02,497.59,91.23,66.88,129.15,312.43,145.88,231.1,125.31,91.77,98.89,174.03,100.88,35.96,92.71,38.82,198.41,44.43,176.46,69.0,63.5,123.27,180.45,118.67,38.38,91.75,47.97,42.85,220.13,96.06,102.93,233.92
164.51,301.6,3033.35,996.27,2666.15,2670.13,311.01,165.25,463.0,241.5,316.56,162.0,147.66,73.27,214.35,349.58,128.45,364.0,133.03,54.05,45.75,60.75,482.82,243.13,173.94,547.72,141.22,58.08,80.75,147.62,53.4,124.71,588.16,50.22,342.69,510.85,253.13,52.04,55.0,64.58,102.02,282.96,222.94,173.45,166.5,242.07,142.73,88.36,83.51,106.11,228.9,121.89,20.39,223.93,102.39,202.29,417.98,208.92,452.72,154.14,130.82,85.63,82.72,245.94,216.63,221.72,544.62,160.92,99.83,375.13,366.98,91.43,348.1,50.33,64.46,173.28,139.15,220.31,826.55,515.0,214.19,67.76,2433.64,98.25,95.72,193.11,102.31,257.02,292.73,508.25,158.19,201.96,173.57,240.39,181.65,158.63,67.88,67.81,231.2,111.56,35.24,85.07,104.06,67.33,263.97,206.9,115.56,153.23,614.38,228.61,270.25,56.94,79.09,63.12,83.29,730.51,297.66,103.5,397.41,619.67,126.12,107.17,237.67,279.21,43.45,352.42,81.76,43.19,208.98,572.16,301.06,113.2,63.84,21.65,106.3,212.1,161.06,519.67,383.01,37.05,150.27,93.65,240.76,134.88,71.99,54.65,286.98,345.27,37.82,68.89,57.81,89.92,167.52,439.74,215.0,250.74,73.8,156.7,127.58,648.06,58.84,383.28,251.84,78.95,56.98,224.46,141.57,66.46,34.95,1932.71,78.03,199.61,380.44,27.49,85.69,68.48,81.41,309.96,100.34,72.7,213.17,155.4,112.43,165.18,150.31,85.98,120.99,28.77,142.24,46.54,252.41,434.64,304.99,67.32,47.27,1420.44,147.43,173.89,322.53,77.91,68.18,244.4,36.11,61.9,251.77,243.4,511.15,37.28,85.5,48.63,127.97,316.8,144.86,119.49,65.59,238.85,279.27,97.43,17.43,139.48,155.67,73.97,85.99,314.23,380.3,138.88,48.03,79.18,515.85,82.04,243.37,291.32,123.62,173.75,60.71,88.35,198.03,199.16,96.67,86.37,629.09,53.18,59.92,198.33,56.17,106.29,116.8,237.96,28.14,38.29,141.0,86.67,130.01,82.21,225.91,166.35,164.79,228.24,309.4,159.7,37.06,59.39,647.94,313.75,136.62,92.3,1470.53,162.7,490.71,88.97,67.08,128.35,306.99,142.0,226.72,121.94,91.49,99.71,171.98,96.27,35.13,90.46,38.84,195.38,44.34,177.5,67.73,63.38,123.04,177.48,118.36,38.11,90.54,46.62,41.84,222.68,95.34,101.98,228.65
162.41,296.03,2852.86,943.9,2607.03,2601.84,305.22,164.87,461.17,233.74,303.17,162.62,145.08,72.17,205.93,349.1,126.91,355.08,131.98,52.79,44.92,60.45,481.61,243.06,174.22,533.23,140.19,56.68,79.98,137.38,53.16,125.83,580.33,49.73,335.63,499.91,254.59,52.04,53.67,63.54,102.92,280.45,218.63,175.64,164.93,246.33,142.95,87.21,82.6,105.6,227.72,118.81,20.08,225.02,101.56,201.95,416.93,205.1,441.56,155.43,129.35,82.72,82.22,244.76,214.09,217.25,528.55,158.74,98.86,371.2,364.28,89.2,343.91,50.32,63.27,163.54,135.06,217.13,800.92,507.74,205.44,68.36,2345.86,96.3,96.31,192.01,102.98,254.68,269.53,397.5,157.05,200.33,172.65,236.25,182.25,159.52,67.81,68.51,225.91,109.78,34.1,81.93,101.62,67.46,264.63,200.96,112.65,151.4,621.4,228.08,266.42,55.1,79.31,61.47,83.67,721.58,292.85,100.63,398.81,605.79,125.64,108.02,237.45,276.42,42.97,353.35,81.35,40.99,206.54,569.69,297.02,111.78,63.09,20.65,104.86,210.18,160.54,483.63,375.25,36.36,146.52,93.2,237.93,134.9,70.7,53.28,282.47,341.87,35.94,68.94,56.72,89.97,160.07,437.94,206.91,244.91,72.55,156.99,118.1,635.92,57.32,373.03,246.62,77.14,56.77,220.75,143.32,65.61,33.75,1942.17,77.41,199.95,365.94,26.19,84.26,69.03,79.29,303.31,93.05,72.72,195.09,154.95,110.01,162.61,148.3,87.51,118.67,28.76,142.26,45.44,239.19,422.1,288.65,67.92,46.92,1378.4,146.96,164.73,313.02,77.03,68.22,240.95,34.86,60.86,245.69,241.01,501.96,34.82,83.44,46.12,126.23,312.34,140.77,119.41,65.44,237.19,267.56,95.43,17.37,137.51,154.17,73.33,86.28,313.48,379.51,139.01,47.8,77.47,500.82,82.66,242.0,283.0,124.24,174.98,59.54,88.06,196.09,200.35,96.99,85.62,616.62,52.5,57.18,196.58,56.52,104.55,114.45,235.16,27.54,38.01,139.29,87.11,125.55,83.11,220.52,160.11,159.68,225.64,299.38,154.74,37.0,58.53,581.76,314.25,136.42,91.56,1458.34,161.39,462.78,87.69,65.82,127.99,296.81,140.19,223.36,118.63,91.7,101.51,167.67,94.15,35.06,89.93,37.86,195.48,43.37,174.42,59.45,62.98,122.54,173.42,118.46,37.83,88.33,45.04,41.88,222.08,95.71,103.4,225.66
161.62,296.37,2890.88,930.0,2616.08,2607.44,303.73,162.97,462.27,233.72,308.71,161.3,144.95,72.79,201.85,363.81,127.18,349.42,132.16,51.54,44.55,59.96,488.9,240.42,173.33,541.58,140.2,56.9,78.83,137.46,52.96,123.82,575.8,50.07,339.0,519.66,253.61,51.94,53.32,62.61,100.58,276.86,223.03,178.34,170.07,245.1,146.0,88.12,81.92,104.21,226.08,116.53,19.88,232.35,103.51,204.13,417.95,204.45,449.5,153.31,128.82,83.02,82.42,248.4,214.33,220.58,534.68,158.93,98.08,373.33,364.03,88.71,343.39,49.95,62.7,162.17,139.29,218.24,786.82,525.84,204.2,67.61,2349.62,96.91,98.1,195.9,102.58,251.92,271.98,387.15,157.96,200.07,172.8,236.42,183.61,161.44,67.37,68.57,224.25,109.39,34.36,82.95,106.65,69.06,259.96,204.11,110.6,149.79,621.48,229.68,273.65,56.81,78.48,62.3,83.67,730.84,298.52,102.31,403.06,621.82,125.32,109.88,237.91,276.31,42.66,352.13,79.97,39.96,207.08,577.13,301.79,111.79,63.08,20.39,102.74,216.58,160.72,504.21,379.1,36.6,148.3,93.04,243.6,131.65,70.39,52.64,282.81,344.08,36.28,68.59,56.62,89.12,157.3,434.45,206.0,245.72,72.09,155.74,117.3,657.77,57.46,391.1,248.35,77.53,56.1,225.05,141.8,65.41,34.01,1972.13,77.17,203.07,364.96,26.88,85.1,68.55,78.59,308.34,95.31,73.79,192.61,153.91,109.44,168.83,151.66,86.02,120.09,28.27,140.48,46.07,245.35,426.83,290.37,68.41,47.72,1416.57,146.1,167.27,321.62,77.35,67.43,243.7,35.62,61.48,247.63,240.06,511.65,35.06,82.83,48.33,132.15,326.54,140.81,121.92,64.35,239.51,277.5,98.25,17.32,138.12,156.29,74.85,85.96,314.17,386.32,135.2,47.66,77.15,507.07,81.99,240.39,300.27,126.34,176.25,59.66,88.34,197.38,199.92,95.13,88.14,621.27,52.38,58.9,195.26,57.47,105.13,115.34,238.52,28.59,38.85,136.62,86.15,136.07,83.23,224.69,166.63,159.32,230.84,300.96,155.03,36.39,58.63,570.01,311.78,136.33,91.15,1462.64,159.79,474.43,88.74,65.41,127.6,309.05,139.89,224.0,121.52,91.71,100.75,174.86,93.39,35.33,90.65,37.91,195.0,43.87,171.35,65.33,62.27,123.65,175.36,116.88,38.17,87.23,45.48,41.69,227.36,94.17,102.42,234.19
159.78,288.49,2799.72,918.4,2538.7,2534.71,307.19,167.63,456.84,223.24,300.15,159.54,146.53,74.93,202.0,358.98,132.59,338.76,133.09,52.54,45.43,59.82,477.32,239.46,171.34,534.14,137.15,56.11,79.46,136.51,52.9,123.27,567.75,49.67,334.95,502.72,250.68,51.0,53.59,62.46,102.14,271.2,215.39,173.96,165.45,244.12,145.48,90.31,75.1,104.17,225.04,111.13,19.99,230.01,103.1,201.94,399.53,202.3,439.18,153.96,136.1,87.11,81.07,250.53,214.31,214.68,515.99,173.11,99.04,387.17,368.22,88.53,341.55,50.03,64.11,158.2,132.99,216.88,798.55,495.08,204.1,66.98,2329.02,91.11,97.01,193.66,102.32,249.27,264.14,366.42,156.65,195.25,173.75,234.74,182.18,155.77,67.25,68.84,221.79,110.24,33.72,80.72,105.67,68.68,258.1,204.2,109.49,148.01,603.19,227.11,267.71,57.41,77.98,63.03,81.74,719.67,294.26,106.94,403.18,588.23,123.95,109.3,233.93,274.81,42.51,352.5,79.12,39.63,205.96,563.54,294.21,110.2,63.29,19.98,101.04,212.01,157.44,475.47,375.04,38.79,152.16,91.21,239.11,133.92,71.5,51.9,279.43,325.03,34.82,68.37,57.18,88.96,152.54,427.84,213.14,244.04,67.02,157.03,115.3,646.37,58.21,370.11,245.63,76.37,55.46,224.45,139.63,65.43,36.77,1930.94,77.07,194.77,344.76,26.86,82.25,68.34,81.16,291.66,94.19,72.99,188.89,152.67,110.9,168.6,142.39,85.53,118.77,28.97,142.39,46.05,233.78,406.23,272.95,68.92,45.08,1368.4,146.78,158.59,308.83,76.01,67.88,236.23,34.98,61.9,236.11,236.47,478.19,34.17,85.96,51.26,131.35,325.54,139.5,121.93,64.72,234.04,263.43,96.61,17.5,134.57,153.2,72.54,85.07,311.8,381.23,131.01,47.21,76.83,492.92,81.81,241.5,286.69,122.05,172.94,58.18,87.62,190.61,194.77,94.75,86.33,614.6,50.99,59.02,194.16,55.68,109.88,118.44,232.17,30.59,38.47,134.03,85.57,125.14,82.97,222.31,164.59,157.65,226.65,298.53,153.99,36.21,59.59,554.82,301.63,133.89,93.95,1413.7,157.0,467.99,91.5,64.76,124.83,299.97,135.93,226.66,116.95,91.37,95.86,169.7,93.21,35.3,90.29,38.72,195.47,43.85,174.2,62.67,61.77,120.95,168.77,117.63,38.08,86.4,44.92,41.1,221.32,93.02,101.63,226.06
159.69,296.71,2777.45,937.41,2584.66,2584.8,309.26,168.38,458.43,227.72,294.63,158.15,147.92,74.17,205.87,357.28,132.69,344.66,134.23,53.01,45.9,59.6,483.47,237.86,169.53,557.12,135.75,55.33,79.14,133.6,51.02,120.07,562.9,48.46,329.89,500.81,249.85,51.69,54.14,62.24,101.38,266.77,211.0,178.33,167.0,244.88,143.99,88.98,72.64,104.09,222.54,110.71,18.3,228.1,104.86,199.0,397.54,200.65,428.44,151.72,134.26,87.06,79.59,242.6,214.29,211.71,507.48,175.32,100.17,391.24,372.24,90.01,342.68,49.47,64.75,156.98,135.58,197.46,795.47,484.42,194.27,66.62,2370.63,89.32,95.58,194.1,101.95,248.26,264.46,359.7,154.0,189.84,169.3,234.02,176.9,159.77,67.02,67.34,220.13,111.47,33.65,81.97,104.22,69.1,253.89,206.01,108.63,147.96,605.25,226.58,267.69,57.56,77.46,62.87,81.39,695.83,292.75,107.53,403.23,596.67,122.15,107.63,233.02,269.03,43.04,348.18,78.78,38.43,204.92,555.0,292.57,108.99,61.69,19.91,99.97,204.71,158.24,476.24,377.09,39.8,144.9,90.58,240.0,134.64,70.98,52.35,276.41,324.54,34.8,72.27,57.22,88.83,154.96,426.82,212.45,243.16,67.66,158.73,111.0,630.82,57.63,380.6,246.97,75.34,55.7,222.63,134.84,66.06,37.06,1881.7,77.06,196.96,331.78,24.4,81.83,67.8,81.3,288.56,93.04,72.5,185.25,147.73,111.78,167.86,141.49,83.85,113.57,29.21,144.82,46.01,233.28,395.83,271.15,67.93,44.38,1358.46,145.58,160.94,302.76,76.34,67.62,232.64,35.23,62.16,225.04,234.33,466.52,33.62,85.05,51.79,127.6,315.76,140.48,120.3,64.69,227.55,253.1,94.76,17.52,133.51,153.18,74.39,84.27,313.89,381.31,129.98,46.67,76.74,492.13,81.38,240.5,293.06,120.14,172.54,57.71,87.39,187.76,194.13,94.11,84.59,612.59,49.76,58.92,189.72,55.32,110.26,117.22,231.04,30.8,38.08,133.23,84.65,128.04,81.52,219.6,167.76,156.62,225.55,298.79,153.49,36.04,59.85,560.45,298.04,133.39,93.88,1405.53,155.55,457.36,87.74,64.53,125.09,292.07,135.21,225.85,117.95,91.12,96.72,167.31,93.03,39.24,90.58,38.76,193.05,43.71,177.1,61.46,62.11,120.49,168.49,118.18,37.41,86.57,44.8,40.65,217.16,91.94,98.95,226.61
159.22,299.84,2792.75,829.1,2580.1,2582.42,307.67,170.59,461.6,219.44,294.64,159.13,145.31,75.12,206.15,356.43,135.37,350.53,135.97,53.37,45.47,59.65,482.52,236.72,169.37,542.31,135.84,54.62,80.58,135.42,51.19,120.44,553.74,48.01,333.36,493.05,248.74,48.05,53.76,63.86,102.25,269.97,212.74,174.81,161.2,244.59,144.64,89.28,72.51,103.18,224.0,102.6,18.21,225.93,106.79,194.83,395.08,200.65,435.83,148.61,132.52,89.66,79.78,236.43,212.17,212.18,517.22,171.9,101.15,389.08,375.96,89.7,341.03,50.34,64.15,158.11,130.15,196.42,787.96,528.69,189.75,67.47,2359.65,89.9,95.32,192.77,103.25,245.33,262.77,386.7,147.31,187.66,170.16,227.43,171.57,154.59,68.03,67.27,223.24,119.04,33.56,78.72,106.03,69.62,251.19,204.96,101.96,146.25,608.72,228.22,261.88,57.44,78.21,61.91,82.7,683.02,283.17,109.75,373.99,555.3,122.4,107.64,230.57,269.75,43.23,346.26,78.9,37.1,208.8,561.03,298.19,109.24,60.66,19.55,100.28,205.34,155.42,485.22,383.05,38.86,141.68,90.63,228.85,135.96,71.9,51.45,275.85,325.92,34.09,74.2,60.18,89.4,148.62,423.48,213.85,241.93,64.89,153.71,105.64,634.67,56.42,361.8,255.1,76.27,56.13,216.27,137.48,65.31,37.26,1907.73,76.66,187.96,324.36,25.24,81.79,68.35,81.98,285.36,96.74,71.55,183.52,145.26,110.61,165.66,138.98,83.42,111.6,29.37,137.25,46.84,228.66,383.52,269.72,67.76,45.4,1345.14,143.89,159.81,306.52,75.03,68.94,232.0,35.21,61.89,226.18,234.77,471.08,33.84,85.82,51.74,128.3,306.18,141.03,120.25,65.4,223.09,244.72,94.87,17.48,132.09,149.33,71.04,84.63,308.68,377.72,131.06,46.09,76.49,491.79,82.76,237.21,290.89,119.82,169.2,56.7,86.67,188.3,194.37,95.11,83.17,593.88,50.0,58.37,185.54,54.83,110.16,113.22,224.89,30.83,37.89,131.96,85.74,128.15,82.61,218.94,168.86,149.85,222.99,303.71,153.39,36.09,60.17,542.74,286.98,132.46,93.22,1396.45,156.15,455.62,89.68,66.0,123.59,285.98,132.01,224.08,117.92,91.38,95.37,164.02,95.85,40.56,90.02,38.34,190.34,42.82,171.23,60.17,61.5,121.24,161.12,119.81,37.6,93.99,44.23,40.11,214.58,98.2,98.66,224.92
170.33,308.26,2879.56,846.35,2667.02,2665.79,312.9,171.79,466.06,228.4,301.71,160.5,146.61,75.28,228.0,366.54,130.61,382.51,137.92,54.33,45.87,60.84,492.43,245.1,172.67,560.1,137.52,55.61,80.9,138.63,52.9,125.35,572.03,49.72,342.85,518.16,256.09,47.73,54.19,64.91,103.52,281.11,222.13,177.29,166.81,245.93,145.91,90.33,72.5,103.13,229.14,105.24,19.03,234.99,109.27,198.25,406.62,201.99,442.09,155.07,134.5,89.22,80.48,246.77,201.16,217.67,534.82,177.06,101.8,393.15,373.79,88.91,347.01,50.48,64.69,163.52,132.45,199.27,808.14,561.08,190.57,66.42,2412.94,92.1,97.21,196.89,104.73,248.39,271.79,384.36,150.27,195.3,163.1,233.45,180.68,158.63,69.0,68.86,225.75,124.28,34.43,79.27,108.65,71.38,255.73,208.22,104.87,147.9,624.92,243.02,270.18,58.08,79.46,62.58,83.05,707.56,287.7,109.7,380.2,561.14,124.35,108.72,231.75,271.99,42.74,360.57,79.14,36.04,212.82,590.47,303.79,117.4,59.86,19.54,104.89,204.33,156.69,496.17,386.18,39.68,142.62,90.71,236.61,136.86,71.8,50.24,277.63,336.51,35.21,75.92,60.04,90.13,159.47,435.47,215.37,244.78,66.32,159.38,110.38,643.52,56.96,366.65,258.21,77.27,57.33,218.67,138.92,66.06,37.57,1951.16,77.63,189.45,331.96,27.15,84.44,69.38,81.41,296.35,99.79,72.16,186.09,148.88,110.19,166.82,145.42,84.06,115.33,29.64,143.39,47.46,239.54,413.39,282.16,69.49,43.47,1410.02,146.4,168.9,315.91,77.11,69.84,238.82,36.3,62.35,238.18,236.05,489.05,35.27,84.25,51.55,128.49,317.76,147.33,120.86,66.03,227.12,253.52,95.77,17.2,137.06,154.54,72.22,85.29,308.56,386.31,131.92,46.45,76.07,508.13,84.63,243.36,319.17,122.24,172.17,57.54,88.89,193.29,196.83,96.57,85.31,604.15,50.46,58.48,189.56,55.83,112.86,113.74,216.12,31.36,39.65,130.71,87.21,136.96,82.77,225.21,172.07,149.81,231.09,298.09,154.83,36.05,59.29,558.47,284.6,134.99,93.66,1430.53,157.84,463.96,91.0,68.19,126.58,293.49,130.98,220.99,120.19,91.39,98.33,169.01,96.08,42.12,91.3,38.28,196.91,42.93,174.36,63.6,62.02,120.89,164.02,120.24,37.64,93.5,44.47,41.59,224.74,98.23,103.0,234.05
174.78,310.98,2991.47,936.72,2706.07,2713.97,313.02,172.29,472.57,244.86,313.26,160.45,148.6,75.96,226.17,366.98,131.33,386.38,136.89,52.69,46.14,61.01,505.13,245.39,173.52,585.88,139.81,55.67,81.48,142.97,53.23,127.46,581.3,49.99,353.58,534.3,259.45,48.82,53.8,64.89,102.85,285.79,232.63,179.49,175.76,244.55,148.07,90.19,78.12,103.49,227.14,114.25,19.25,237.35,106.51,202.21,415.22,204.48,440.99,156.82,133.57,88.62,81.16,251.5,201.56,220.43,555.23,179.82,102.54,389.13,376.4,87.7,354.68,50.88,65.12,171.94,138.18,206.17,822.94,585.78,200.24,67.03,2456.13,94.48,98.32,197.28,105.06,248.05,284.18,427.14,153.64,199.79,166.02,230.46,182.51,163.97,69.49,68.68,229.5,131.97,34.22,82.27,108.17,71.97,254.14,205.99,109.2,150.44,608.59,243.05,276.44,58.19,80.66,62.82,82.45,724.9,286.51,111.48,369.9,589.92,126.66,108.66,233.92,271.99,42.9,358.53,79.01,37.22,212.1,593.34,311.79,119.92,61.17,20.3,105.7,208.48,158.43,517.4,392.5,39.07,146.73,91.95,240.05,138.16,71.75,52.73,282.12,343.0,37.4,75.0,59.73,90.4,169.33,437.16,218.89,245.86,71.4,161.12,122.29,651.75,57.75,389.27,256.72,77.76,57.95,209.29,137.65,67.06,37.67,1986.35,78.15,205.44,348.82,27.91,85.42,68.68,82.97,310.5,101.4,72.67,189.45,149.23,111.57,166.18,152.14,86.63,117.76,29.94,145.11,48.08,249.79,430.48,297.24,69.41,43.59,1485.58,147.2,180.64,333.76,79.59,69.66,244.9,36.73,62.82,253.01,237.75,507.3,37.51,84.79,50.57,131.22,325.44,149.88,120.67,66.53,231.94,275.9,97.75,17.36,139.32,157.94,77.48,85.44,310.01,391.53,132.66,47.68,76.6,536.12,86.45,244.23,324.34,125.17,173.1,60.07,88.73,196.13,197.07,97.04,86.72,616.19,49.76,59.26,194.84,56.68,111.9,115.75,228.6,30.74,40.43,131.92,89.49,146.11,85.43,226.0,169.38,154.43,233.96,304.31,156.2,35.8,60.68,583.9,289.22,136.77,92.99,1472.68,160.8,494.96,92.29,71.16,127.66,301.93,136.58,220.88,124.31,91.2,101.34,173.59,96.73,42.04,90.89,39.69,198.19,44.76,183.29,69.54,62.79,123.02,168.82,120.43,37.95,97.1,44.63,41.98,236.54,100.31,102.65,239.76
