0,1,2,company
0.14703009,2.9161823,1.0588443,cheniere
0.865332,1.032198,-0.71088123,costco wholesale
-0.80482215,0.041764203,1.5742662,conocophillips
-1.2738687,-1.0827183,1.087045,dollar tree
-0.9749233,-1.9791628,1.1112498,unitedhealth
-1.6023797,1.3273522,0.09245622,aptiv
-0.816582,0.8211933,0.5748495,kimberly clark
1.8696648,-3.0070748,-2.1041493,cerner
-3.0280826,3.1113627,-0.29839396,intercontinental exchange
-2.747768,3.0670745,-0.86803395,expedia
-0.051390372,2.9466197,-0.2610481,american
-1.0967673,0.053655583,1.3743937,boston scientific
-2.4234464,1.1227721,-1.7302737,dow
1.4428432,0.54925144,-0.80630386,prudential financial
-0.117337815,-1.4944773,-1.4986017,microsoft
1.1153128,0.5841197,-0.7654113,goldman sachs
0.88841736,-0.9823968,-2.810801,block
-1.1143239,0.7320443,0.21860231,chipotle mexican grill
1.4904246,0.5183947,-0.6718089,verizon communications
3.0755064,-2.630814,-2.3502173,synopsys
-0.62290585,-1.5636152,1.5209582,duke
1.2538193,-0.26267704,2.0805883,meta platforms
0.10682512,-2.464399,-1.8432992,marathon petroleum
-0.5611571,0.632498,-1.3335267,united parcel service
-0.59981513,-0.9711129,1.2020452,transdigm
-0.6465197,1.8673544,0.28912318,agilent technologies
-1.1069667,-0.22066602,0.34857145,biogen
1.3699129,-1.8678664,4.5078554,cummins
0.09129546,0.15107128,-0.636395,mcdonalds
0.016874,0.07230846,1.423148,valero
0.13936959,-0.44784406,-1.8958105,chevron
2.649921,-0.3203772,1.5025123,pepsico
1.4984119,-1.35355,-0.5405705,fifth third bancorp
-2.671523,1.7084945,0.22626522,paccar
-0.61338866,-0.3066501,-0.23775044,edwards lifesciences
2.2017741,-1.6598867,-1.9425886,micron technology
2.5128741,-1.2614343,3.0925217,kinder morgan
-0.07739261,1.0667413,0.5132305,berkshire hathaway
-0.32777327,0.16896132,-1.2348917,abbott laboratories
0.727805,2.9258695,0.8708052,cigna
-0.5619576,3.7308896,-1.0622685,kroger
2.7443156,0.03246521,2.4536607,dupont de nemours
-0.08904459,-1.1873176,3.088697,lockheed martin
-0.63468474,-0.38398427,3.499872,simon property
-0.34176305,4.31466,-1.5074228,mastercard
-0.23755339,-1.9643052,-0.90563476,mckesson
0.50784004,-1.2081249,-0.7823785,nike
-1.1376512,0.17464454,-1.012534,alphabet
1.930352,0.92872274,-0.58600354,international business machines
0.7752717,-1.2545719,3.437328,norfolk southern
1.4360358,-1.1651145,-0.6970222,walt disney
-0.07727811,-0.6139028,-0.5196124,tesla
-0.25453117,1.9854306,0.32034972,exxon mobil
0.484681,0.8713212,-0.34247985,bristol myers squibb
0.18359339,0.1429197,0.077626616,blackrock
1.2000037,-1.1177739,-1.8572593,motorola solutions
0.16608112,1.2389382,-0.9632183,nucor
-0.11442058,-0.78998846,1.2921678,ford motor
-0.32192573,-0.6223484,-0.41123003,nextera
1.4024056,-0.48911318,1.5766605,salesforce
0.8127573,-0.517577,0.7445424,baxter
-0.4091832,-1.5511597,0.17831044,abbvie
1.3726095,-1.1050819,-2.1547174,centene
-0.28115374,1.7200814,-0.0012070959,occidental petroleum
-0.0833841,-0.7702515,0.2750065,us bancorp
0.56508964,-0.1603183,-0.92536706,oracle
0.42471197,-0.1959648,-0.2842108,anthem
-0.111761205,-0.47422266,1.1005973,broadcom
0.66974247,-0.45372403,-0.052871775,qualcomm
-0.45495299,-0.504159,0.16284533,progressive
2.0626707,-0.043477025,1.2321125,honeywell
0.16119793,0.09787353,0.33882898,corning
-0.89582205,-0.099216394,0.17215404,palo alto networks
0.012833518,-0.6107599,-0.3536375,humana
-0.46397692,-0.12935086,-0.087430455,metlife
-0.31836316,-0.04148285,0.1605014,intuitive surgical
-0.019278426,-1.0070261,1.6401585,southwest airlines
0.40423632,2.036778,0.25482804,nvidia
0.38937962,-0.28473783,-0.3438063,devon
-0.34715667,-0.466859,-0.3971439,gilead sciences
0.3718705,-0.398999,0.14466438,intel corporation
-0.12586688,-0.27629638,-0.21274984,regeneron
-0.21029809,-0.28650603,-0.12067188,walmart
-0.30883482,0.0047881673,-0.10610195,wells fargo
-0.1519474,-0.082258865,-0.24792688,apple
