,company,n0_rec,n0_conf,n1_rec,n1_conf,n2_rec,n2_conf,n3_rec,n3_conf,n4_rec,n4_conf,n5_rec,n5_conf,n6_rec,n6_conf,n7_rec,n7_conf,n8_rec,n8_conf,n9_rec,n9_conf,n10_rec,n10_conf,n11_rec,n11_conf,n12_rec,n12_conf,n13_rec,n13_conf,n14_rec,n14_conf,n15_rec,n15_conf,n16_rec,n16_conf,n17_rec,n17_conf,n18_rec,n18_conf,n19_rec,n19_conf,n20_rec,n20_conf,n21_rec,n21_conf,n22_rec,n22_conf,n23_rec,n23_conf,n24_rec,n24_conf
14,imperial brands,rentokil initial,0.6047987937927246,experian,0.5566630363464355,prudential,0.5564029216766357,johnson matthey,0.5350697040557861,schroders,0.5303903818130493,spirax sarco engineering,0.5250292420387268,melrose industries,0.523216962814331,london stock exchange,0.4173806607723236,rio tinto,0.3926885724067688,antofagasta,0.3781335949897766,diageo,0.352225661277771,barclays,0.34581005573272705,glencore,0.3388597071170807,bp,0.3347039520740509,sage,0.3265855014324188,natwest,0.32458627223968506,lloyds banking,0.3181982934474945,intercontinental hotels,0.31524866819381714,british american tobacco,0.29395225644111633,pearson,0.241538867354393,vodafone,0.20122206211090088,astrazeneca,0.14746515452861786,shell,0.132804274559021,unilever,0.1312049925327301,glaxosmithkline,0.12957796454429626
15,diageo,lloyds banking,0.9911487102508545,british american tobacco,0.9908243417739868,bp,0.9906424880027771,pearson,0.9886561036109924,vodafone,0.9835854172706604,unilever,0.9725015163421631,intercontinental hotels,0.9616487622261047,shell,0.9541435241699219,astrazeneca,0.9403591156005859,rio tinto,0.9295219779014587,glaxosmithkline,0.9283667802810669,natwest,0.928056001663208,barclays,0.901006817817688,antofagasta,0.8545922636985779,glencore,0.7962638735771179,rentokil initial,0.3752666115760803,imperial brands,0.352225661277771,tesco,0.2710856795310974,prudential,0.25840282440185547,experian,0.25066423416137695,schroders,0.21223852038383484,ocado,0.20621302723884583,johnson matthey,0.14482447504997253,sage,0.09931053966283798,london stock exchange,0.08551251143217087
16,schroders,prudential,0.990894079208374,experian,0.9891554117202759,london stock exchange,0.9850253462791443,johnson matthey,0.984319269657135,spirax sarco engineering,0.9807774424552917,rentokil initial,0.9800357818603516,melrose industries,0.9763794541358948,sage,0.8559012413024902,ocado,0.6371359825134277,glencore,0.5879834294319153,antofagasta,0.5704383254051208,barclays,0.5324821472167969,imperial brands,0.5303903818130493,tesco,0.5189392566680908,natwest,0.4951454699039459,rio tinto,0.47808364033699036,intercontinental hotels,0.3063831925392151,bp,0.2838081121444702,lloyds banking,0.2500132918357849,shell,0.22846999764442444,diageo,0.21223852038383484,british american tobacco,0.15303459763526917,astrazeneca,0.13837085664272308,pearson,0.11542715132236481,unilever,0.08771254122257233
17,johnson matthey,experian,0.9933628439903259,prudential,0.9919619560241699,spirax sarco engineering,0.9886410236358643,melrose industries,0.9867441654205322,london stock exchange,0.9847352504730225,schroders,0.984319269657135,rentokil initial,0.9450197219848633,sage,0.9205211997032166,ocado,0.7198463082313538,tesco,0.604021430015564,imperial brands,0.5350697040557861,glencore,0.4703388810157776,antofagasta,0.4635540246963501,barclays,0.43712544441223145,natwest,0.4139431416988373,rio tinto,0.3797701597213745,bp,0.2224833369255066,intercontinental hotels,0.20210903882980347,lloyds banking,0.19642940163612366,shell,0.1711660474538803,diageo,0.14482447504997253,british american tobacco,0.06751193851232529,pearson,0.03354673087596893,astrazeneca,0.0276874378323555,unilever,0.01700688898563385
18,intercontinental hotels,rio tinto,0.9812544584274292,astrazeneca,0.9760687947273254,british american tobacco,0.9754620790481567,pearson,0.9664034843444824,barclays,0.9621274471282959,diageo,0.9616487622261047,natwest,0.9608221054077148,glaxosmithkline,0.9607349038124084,bp,0.9543701410293579,antofagasta,0.9415892362594604,vodafone,0.9414781928062439,lloyds banking,0.9410015344619751,unilever,0.9368820786476135,shell,0.9201838970184326,glencore,0.913049042224884,rentokil initial,0.46981629729270935,prudential,0.3202446401119232,imperial brands,0.31524866819381714,experian,0.30796217918395996,schroders,0.3063831925392151,johnson matthey,0.20210903882980347,london stock exchange,0.17990852892398834,tesco,0.1698201298713684,spirax sarco engineering,0.13009996712207794,ocado,0.12940862774848938
19,sage,ocado,0.924893319606781,johnson matthey,0.9205211997032166,experian,0.9054344296455383,prudential,0.8975183963775635,london stock exchange,0.8945611119270325,spirax sarco engineering,0.8747141361236572,melrose industries,0.8746038675308228,schroders,0.8559012413024902,tesco,0.8496583700180054,rentokil initial,0.7823249101638794,natwest,0.3398676812648773,imperial brands,0.3265855014324188,barclays,0.3220524787902832,antofagasta,0.308109313249588,glencore,0.29234978556632996,rio tinto,0.24762704968452454,shell,0.206694096326828,bp,0.19767765700817108,lloyds banking,0.18896029889583588,diageo,0.09931053966283798,intercontinental hotels,0.08276339620351791,unilever,0.025259315967559814,british american tobacco,-0.0015946105122566223,pearson,-0.014264427125453949,vodafone,-0.020844869315624237
20,glencore,antofagasta,0.9907113313674927,barclays,0.9691737294197083,rio tinto,0.9585164785385132,natwest,0.9380978345870972,intercontinental hotels,0.9130491018295288,astrazeneca,0.8435639142990112,bp,0.8221533298492432,british american tobacco,0.8122009634971619,glaxosmithkline,0.8047881722450256,diageo,0.7962639331817627,pearson,0.7872028350830078,shell,0.7865051031112671,lloyds banking,0.7809382677078247,unilever,0.7553520202636719,vodafone,0.7381899952888489,rentokil initial,0.7104430198669434,schroders,0.5879834890365601,prudential,0.5686008930206299,experian,0.5559773445129395,london stock exchange,0.4835830330848694,johnson matthey,0.4703389108181,spirax sarco engineering,0.42637816071510315,melrose industries,0.40636327862739563,imperial brands,0.3388597369194031,sage,0.29234981536865234
21,pearson,british american tobacco,0.9970173835754395,vodafone,0.9948390126228333,diageo,0.9886561632156372,unilever,0.9866588115692139,lloyds banking,0.9730862379074097,astrazeneca,0.9723401069641113,bp,0.9722959995269775,glaxosmithkline,0.9681606292724609,intercontinental hotels,0.9664034843444824,shell,0.9518378973007202,rio tinto,0.914691686630249,natwest,0.907853364944458,barclays,0.884211540222168,antofagasta,0.8384875059127808,glencore,0.7872028350830078,rentokil initial,0.283997118473053,imperial brands,0.2415388971567154,tesco,0.18946979939937592,prudential,0.15216705203056335,experian,0.14257755875587463,schroders,0.11542715132236481,ocado,0.11241613328456879,johnson matthey,0.03354671597480774,london stock exchange,-0.008694201707839966,sage,-0.014264427125453949
22,ocado,tesco,0.985405683517456,sage,0.924893319606781,johnson matthey,0.7198463082313538,experian,0.717494010925293,prudential,0.7067837715148926,london stock exchange,0.6868555545806885,schroders,0.6371359825134277,spirax sarco engineering,0.6343351602554321,melrose industries,0.6321799755096436,rentokil initial,0.5698208808898926,natwest,0.3827688694000244,shell,0.37494832277297974,barclays,0.3273114264011383,lloyds banking,0.31601032614707947,bp,0.3091863691806793,antofagasta,0.27192461490631104,rio tinto,0.2500842213630676,glencore,0.23392952978610992,diageo,0.20621302723884583,unilever,0.19852355122566223,vodafone,0.13543221354484558,intercontinental hotels,0.12940862774848938,pearson,0.112416110932827,british american tobacco,0.1026267409324646,imperial brands,0.09936941415071487
23,antofagasta,glencore,0.9907112121582031,barclays,0.9881339073181152,rio tinto,0.9822548031806946,natwest,0.9685076475143433,intercontinental hotels,0.9415891170501709,bp,0.8783256411552429,astrazeneca,0.8705294132232666,british american tobacco,0.861567497253418,diageo,0.8545922040939331,lloyds banking,0.8441199064254761,shell,0.8396960496902466,pearson,0.8384873867034912,glaxosmithkline,0.8333312273025513,unilever,0.8087629675865173,vodafone,0.7961196303367615,rentokil initial,0.7005139589309692,schroders,0.5704383254051208,prudential,0.5650243759155273,experian,0.5537149906158447,johnson matthey,0.4635540246963501,london stock exchange,0.46067917346954346,spirax sarco engineering,0.40745803713798523,melrose industries,0.386008083820343,imperial brands,0.37813353538513184,sage,0.308109313249588
24,bp,lloyds banking,0.9938397407531738,diageo,0.9906424283981323,british american tobacco,0.9752278327941895,shell,0.9743963479995728,pearson,0.9722957611083984,unilever,0.9699777364730835,vodafone,0.9673236012458801,intercontinental hotels,0.9543701410293579,natwest,0.953855037689209,rio tinto,0.9394416213035583,barclays,0.9233264327049255,astrazeneca,0.9204715490341187,glaxosmithkline,0.8990116119384766,antofagasta,0.8783256411552429,glencore,0.8221532106399536,rentokil initial,0.43387818336486816,tesco,0.36909931898117065,imperial brands,0.3347039222717285,prudential,0.3315615952014923,experian,0.32543694972991943,ocado,0.3091863691806793,schroders,0.2838081121444702,johnson matthey,0.2224833369255066,sage,0.1976776421070099,london stock exchange,0.16600742936134338
25,prudential,experian,0.9993540644645691,johnson matthey,0.9919619560241699,schroders,0.990894079208374,london stock exchange,0.9754652380943298,rentokil initial,0.9737634658813477,spirax sarco engineering,0.9735721349716187,melrose industries,0.9688850045204163,sage,0.8975183963775635,ocado,0.7067837715148926,tesco,0.5991857051849365,glencore,0.5686008334159851,antofagasta,0.5650244355201721,imperial brands,0.5564029216766357,barclays,0.5428611040115356,natwest,0.5189912915229797,rio tinto,0.4898254871368408,bp,0.3315615952014923,intercontinental hotels,0.3202446401119232,lloyds banking,0.30523985624313354,shell,0.2775416076183319,diageo,0.25840282440185547,british american tobacco,0.1861671805381775,pearson,0.15216705203056335,astrazeneca,0.1496811956167221,unilever,0.13147573173046112
26,british american tobacco,pearson,0.9970172643661499,diageo,0.9908242225646973,vodafone,0.9877403974533081,unilever,0.9770562648773193,intercontinental hotels,0.9754619598388672,bp,0.9752277731895447,lloyds banking,0.9713780283927917,astrazeneca,0.9697853326797485,glaxosmithkline,0.965476930141449,shell,0.9428544044494629,rio tinto,0.9312119483947754,natwest,0.9178562760353088,barclays,0.8990715146064758,antofagasta,0.8615674376487732,glencore,0.8122008442878723,rentokil initial,0.32441940903663635,imperial brands,0.29395225644111633,prudential,0.1861671656370163,experian,0.17652533948421478,tesco,0.17077389359474182,schroders,0.15303456783294678,ocado,0.1026267409324646,johnson matthey,0.06751193106174469,london stock exchange,0.022921890020370483,sage,-0.0015946254134178162
27,tesco,ocado,0.985405683517456,sage,0.8496583700180054,experian,0.6100469827651978,johnson matthey,0.604021430015564,prudential,0.5991857051849365,london stock exchange,0.5671334862709045,schroders,0.5189392566680908,spirax sarco engineering,0.5035431385040283,melrose industries,0.49959486722946167,rentokil initial,0.46300220489501953,shell,0.4536950886249542,natwest,0.40724802017211914,lloyds banking,0.383197546005249,bp,0.36909934878349304,barclays,0.3379390835762024,unilever,0.2890271842479706,diageo,0.2710856795310974,antofagasta,0.26665863394737244,rio tinto,0.26487722992897034,vodafone,0.22349627315998077,glencore,0.21696743369102478,pearson,0.18946978449821472,british american tobacco,0.17077389359474182,intercontinental hotels,0.1698201298713684,astrazeneca,0.09835993498563766
