0,1,2,company
-0.42607015,-0.39565453,0.11329746,comcast
-0.94292706,-0.15447395,-0.0038345768,fiserv
1.3012815,-0.9271217,-0.13655974,charter communications
1.2201039,-1.2504069,0.005924512,arista networks
6.191783,2.737151,2.802154,cisco systems
-0.04714136,3.1410453,-0.29458296,dominion
0.60760266,-0.93454427,-2.0766954,philip morris
-1.7919163,2.7662306,1.3828423,advanced micro devices
-2.9720023,0.92688924,1.5270519,marriott
1.4268398,-0.7521159,-2.4370444,blackstone
1.7165154,-1.3849727,-0.51179737,thermo fisher scientific
-1.1941141,-1.2065276,-0.14672065,resmed
-2.2813168,-0.8660945,0.15387808,boeing
1.4590749,-2.8896868,4.1976256,caterpillar
0.21103097,4.1134706,0.35287932,moderna
-2.0580153,-1.5111144,0.23808743,paychex
-0.4663647,-1.2065084,0.42959285,costco wholesale
-0.9688317,-1.8564783,-0.060443904,conocophillips
0.1524356,0.04666008,-1.4490453,dollar tree
-2.4765675,1.3123962,0.041361384,unitedhealth
-2.792993,1.3301953,1.3999119,aptiv
0.803794,3.0496888,1.1499491,kimberly clark
-0.7291802,0.46107122,-1.0873237,cerner
1.4919103,0.047671147,-2.6872141,intercontinental exchange
-2.686921,0.9559447,0.34794784,expedia
1.9417797,0.94201344,-2.523506,american
1.3937958,-2.0583441,4.3199844,prudential financial
-0.026564077,2.8162308,-1.0439439,microsoft
-0.44255668,0.36345693,2.2136776,vmware
-0.020814698,-0.65689445,0.2733645,goldman sachs
2.4243593,0.050446242,-2.7075422,chipotle mexican grill
-1.293722,0.8201193,0.57023555,verizon communications
-0.23304428,-0.14191474,2.8748596,synopsys
1.2249528,-0.50893646,4.681534,duke
-1.1160266,2.3793876,-0.9721167,meta platforms
-2.2255888,0.4028438,-0.01553127,twilio
-0.3418098,-3.0950193,-1.2606674,united parcel service
0.9061073,4.287278,0.42096773,cummins
0.4853604,-1.5058511,2.6519308,marathon petroleum
2.3657458,0.43996242,-1.6649888,agilent technologies
-1.1315212,-0.3414322,-0.50022405,biogen
-1.0821853,0.049812555,-1.5788063,mcdonalds
-1.0009735,1.9715161,0.25744572,valero
-1.2169983,2.077105,0.4628346,chevron
-1.2181853,0.5337991,-1.963076,pepsico
1.0075938,-0.16269885,-0.8653653,paccar
2.9531,-1.1797562,0.10047416,edwards lifesciences
0.28154033,3.341022,0.91837364,micron technology
0.043981712,3.5056944,-0.80904514,kinder morgan
0.5185154,-1.8033067,2.2590597,berkshire hathaway
0.46364847,1.0598719,-2.3560436,abbott laboratories
0.80766636,-0.0068915724,3.4678187,cigna
1.955237,-1.3501958,-0.21004198,kroger
1.5512238,4.0964937,0.5709329,lockheed martin
2.6030283,0.14151642,-1.3076571,simon property
1.8644325,-1.6435252,-0.9182172,mastercard
-0.9106784,-1.0521748,0.62607175,mckesson
1.1901128,0.9976604,-0.14734533,nike
-2.3879352,0.7525421,0.2923798,alphabet
1.3544097,-1.4771501,2.1058862,mondelez
1.486999,-0.70921487,-0.5856977,norfolk southern
-1.199851,0.49810123,0.22089206,walt disney
-0.36897966,-0.7224772,-0.3180966,tesla
-0.014526818,-0.5148036,-0.5080411,exxon mobil
0.011897753,-0.004163557,-1.2912031,bristol myers squibb
-0.071086906,-0.8494118,-0.67750674,blackrock
-0.79777026,-0.12621199,-0.27904114,motorola solutions
-0.6106224,0.0006474553,-0.074421525,ford motor
-0.018511582,-0.6291343,-0.25762352,baxter
-0.60267425,-0.087669365,-0.28216782,abbvie
-0.7122565,-0.47890782,1.5295894,occidental petroleum
-0.622429,0.38061637,-0.28695032,oracle
0.889887,-0.90832716,-0.5865616,anthem
0.5934592,-1.0229101,-0.8225576,broadcom
0.21085045,-0.17783566,0.080171324,qualcomm
2.511065,-0.30430123,0.023529097,progressive
-0.32502395,-0.4937456,-0.45267394,honeywell
0.1697378,-0.4413528,-0.09528033,palo alto networks
-0.19554615,2.1592422,-0.078980014,metlife
-0.4799043,0.22769174,0.07034224,nvidia
-0.3137104,-0.379611,-0.3748405,devon
-0.20108724,-0.35324472,-0.2590504,gilead sciences
0.046621773,-0.8183871,0.45485386,intel corporation
-0.42828974,-0.017185612,-0.13753848,baker hughes
-0.15073352,-0.4789723,-0.16849849,autozone
-0.021159293,-0.19973108,-0.14481388,regeneron
-0.24744882,0.5983176,-0.13169211,walmart
1.130374,-0.9300983,-0.41269955,uber technologies
-0.43598986,0.05512818,-0.08365729,wells fargo
-0.40197328,-0.47246295,-0.10512675,apple
