,company,n0_rec,n0_conf,n1_rec,n1_conf,n2_rec,n2_conf,n3_rec,n3_conf,n4_rec,n4_conf,n5_rec,n5_conf,n6_rec,n6_conf,n7_rec,n7_conf,n8_rec,n8_conf,n9_rec,n9_conf,n10_rec,n10_conf,n11_rec,n11_conf,n12_rec,n12_conf,n13_rec,n13_conf,n14_rec,n14_conf,n15_rec,n15_conf,n16_rec,n16_conf,n17_rec,n17_conf,n18_rec,n18_conf,n19_rec,n19_conf,n20_rec,n20_conf,n21_rec,n21_conf,n22_rec,n22_conf,n23_rec,n23_conf,n24_rec,n24_conf
10,aflac,dollar general,0.959545373916626,united parcel service,0.9545308947563171,intercontinental exchange,0.9541081190109253,fedex,0.9332329630851746,accenture,0.9247109889984131,occidental petroleum,0.6852402091026306,dollar tree,0.639785885810852,american,0.613868236541748,simon property,0.5939722657203674,hess,0.5898938775062561,fiserv,0.5779373049736023,kinder morgan,0.561465859413147,motorola solutions,0.43301504850387573,boeing,0.3611934185028076,lam research,0.3517177104949951,thermo fisher scientific,0.34525710344314575,visa,0.32760846614837646,medtronic,0.3137483298778534,prudential financial,0.2991475760936737,regeneron,0.29390400648117065,abbvie,0.288095623254776,verizon communications,0.2866448760032654,progressive,0.27923163771629333,netflix,0.2699899971485138,agilent technologies,0.26661819219589233
11,hilton worldwide holdings,allstate,0.9358779788017273,philip morris,0.9146029949188232,hp,0.891494870185852,meta platforms,0.8909700512886047,alphabet,0.874459981918335,tesla,0.7799630165100098,cisco systems,0.7411415576934814,cadence design systems,0.7200881838798523,apple,0.7018197774887085,cerner,0.667251467704773,aptiv,0.6600114107131958,synopsys,0.5930997133255005,microsoft,0.54463130235672,ball,0.5314003229141235,ford motor,0.5232760906219482,comcast,0.5064659714698792,servicenow,0.5057574510574341,monster beverage,0.48212915658950806,nvidia,0.45678842067718506,intel corporation,0.44602808356285095,palo alto networks,0.43811771273612976,adobe,0.433022677898407,mckesson,0.4198076128959656,vmware,0.39353814721107483,berkshire hathaway,0.3868786692619324
12,union pacific,metlife,0.9177875518798828,norfolk southern,0.8873074054718018,charles schwab,0.7766318917274475,unitedhealth,0.5203537940979004,moderna,0.5124383568763733,pfizer,0.47066426277160645,dominion,0.44262030720710754,duke,0.4318833351135254,lockheed martin,0.4203004837036133,boeing,0.40010422468185425,caterpillar,0.38489556312561035,northrop grumman,0.3847041428089142,walt disney,0.3763985335826874,honeywell,0.3627236485481262,qualcomm,0.3552120625972748,raytheon technologies,0.35004740953445435,uber technologies,0.3291475474834442,dollar tree,0.3291366696357727,conocophillips,0.31231221556663513,nvidia,0.31136006116867065,chevron,0.28414830565452576,devon,0.28178322315216064,equifax,0.28041088581085205,biogen,0.2788395881652832,kinder morgan,0.2708665430545807
13,schlumberger,emerson electric,0.9762007594108582,halliburton,0.9631577730178833,baker hughes,0.9508498907089233,starbucks,0.6939663290977478,valero,0.4894716739654541,conocophillips,0.44865936040878296,pepsico,0.4475306570529938,occidental petroleum,0.4163784384727478,exxon mobil,0.396777868270874,yum brands,0.38259729743003845,prudential financial,0.37910664081573486,mondelez,0.37384235858917236,chevron,0.35653629899024963,hess,0.3438977599143982,marathon petroleum,0.3076480031013489,honeywell,0.3000065088272095,mcdonalds,0.29654809832572937,motorola solutions,0.292072057723999,ansys,0.2839082181453705,regeneron,0.27390047907829285,medtronic,0.2705758810043335,verizon communications,0.26551783084869385,progressive,0.2619462013244629,monster beverage,0.2613556385040283,marriott,0.23740758001804352
14,cloudflare,blackrock,0.8399895429611206,resmed,0.7506704926490784,chipotle mexican grill,0.7166948914527893,lam research,0.682628870010376,citigroup,0.6710834503173828,blackstone,0.6652379631996155,edwards lifesciences,0.6461238861083984,regeneron,0.6144919395446777,anthem,0.6088874340057373,duke,0.5943864583969116,lululemon athletica,0.5830885171890259,dominion,0.5830327272415161,walt disney,0.577380359172821,medtronic,0.5675634145736694,intel corporation,0.5510145425796509,mondelez,0.549857497215271,thermo fisher scientific,0.5390522480010986,goldman sachs,0.5161981582641602,twilio,0.5091157555580139,charter communications,0.4703849256038666,agilent technologies,0.46615225076675415,cigna,0.4619065523147583,american express,0.4592169523239136,servicenow,0.45507338643074036,fiserv,0.44606369733810425
15,accenture,dollar general,0.9512505531311035,aflac,0.9247109889984131,fedex,0.9240574836730957,united parcel service,0.9070069193840027,intercontinental exchange,0.8474457859992981,fiserv,0.7086939215660095,occidental petroleum,0.5697923898696899,dollar tree,0.5601961016654968,simon property,0.49558985233306885,kinder morgan,0.48872247338294983,american,0.462332159280777,hess,0.4148901700973511,oracle,0.40431854128837585,visa,0.34898507595062256,adobe,0.31140023469924927,abbvie,0.3079698383808136,equifax,0.2966443598270416,amgen,0.27213090658187866,cerner,0.2684987485408783,motorola solutions,0.26394137740135193,lam research,0.2545526623725891,bristol myers squibb,0.2285037338733673,boeing,0.22288981080055237,netflix,0.2055651843547821,prudential financial,0.2055647224187851
16,amgen,abbvie,0.9485540390014648,gilead sciences,0.9389985799789429,bristol myers squibb,0.8980963826179504,cigna,0.8826263546943665,baxter,0.8040831089019775,eli lilly,0.6983554363250732,paychex,0.6794167757034302,ball,0.6521984338760376,biogen,0.5358372330665588,ansys,0.4824801981449127,blackrock,0.40216490626335144,pfizer,0.3994690775871277,mondelez,0.3790223300457001,expedia,0.3516232371330261,devon,0.3477848172187805,dollar general,0.3369140028953552,fiserv,0.31887248158454895,micron technology,0.2962230443954468,pepsico,0.28808650374412537,raytheon technologies,0.2797512710094452,abbott laboratories,0.27833428978919983,kinder morgan,0.27572309970855713,accenture,0.27213090658187866,citigroup,0.2606492042541504,progressive,0.2591489553451538
17,eli lilly,biogen,0.8656888008117676,bristol myers squibb,0.8483234643936157,pfizer,0.8317068815231323,abbvie,0.8072917461395264,gilead sciences,0.7484189867973328,amgen,0.6983553767204285,ball,0.6935874223709106,devon,0.6140181422233582,cigna,0.5786352157592773,moderna,0.5772959589958191,raytheon technologies,0.5737215280532837,mondelez,0.5558972954750061,pepsico,0.5361320376396179,expedia,0.5285707116127014,twitter,0.5006639957427979,yum brands,0.49804219603538513,abbott laboratories,0.4957578480243683,baxter,0.4723167419433594,ansys,0.4644203186035156,chipotle mexican grill,0.45367926359176636,uber technologies,0.415601909160614,starbucks,0.3841724395751953,kinder morgan,0.37583744525909424,lam research,0.3554818630218506,intel corporation,0.3497940003871918
18,lululemon athletica,wells fargo,0.9011974930763245,edwards lifesciences,0.8797390460968018,goldman sachs,0.8457795977592468,citigroup,0.8334525227546692,anthem,0.808297872543335,agilent technologies,0.7069199085235596,morgan stanley,0.7024248242378235,thermo fisher scientific,0.683896541595459,resmed,0.6708559989929199,american,0.6188260316848755,marriott,0.6007471084594727,hess,0.5892870426177979,cloudflare,0.5830885171890259,equifax,0.5607852339744568,chipotle mexican grill,0.509851336479187,blackstone,0.5061528086662292,blackrock,0.4749937951564789,servicenow,0.4645261764526367,regeneron,0.4186861515045166,ansys,0.39410048723220825,expedia,0.3770686984062195,intel corporation,0.3751492500305176,medtronic,0.3633134365081787,occidental petroleum,0.3550693690776825,palo alto networks,0.35450032353401184
19,cadence design systems,synopsys,0.9669688940048218,tesla,0.9258625507354736,ford motor,0.9097737669944763,aptiv,0.8303611278533936,apple,0.823298454284668,meta platforms,0.7412883043289185,hilton worldwide holdings,0.7200881838798523,mckesson,0.6984392404556274,allstate,0.6727736592292786,philip morris,0.6558358669281006,uber technologies,0.6356772184371948,hp,0.6003796458244324,alphabet,0.5945823192596436,monster beverage,0.5632285475730896,raytheon technologies,0.525715172290802,moderna,0.5145984888076782,servicenow,0.509541392326355,microsoft,0.500696063041687,cisco systems,0.493598997592926,intel corporation,0.45554161071777344,twilio,0.45349574089050293,blackstone,0.45004647970199585,resmed,0.4417973756790161,paypal holdings,0.4369240403175354,berkshire hathaway,0.426017165184021
20,hp,allstate,0.9094135761260986,hilton worldwide holdings,0.891494870185852,philip morris,0.7805696129798889,alphabet,0.7766845226287842,meta platforms,0.7761712074279785,cisco systems,0.7065565586090088,tesla,0.6909592747688293,aptiv,0.6548804044723511,cadence design systems,0.6003797054290771,cerner,0.5677810311317444,dollar tree,0.5369901061058044,nvidia,0.5292234420776367,synopsys,0.5208396315574646,apple,0.5173525810241699,servicenow,0.5061740279197693,mckesson,0.501630961894989,palo alto networks,0.4932912588119507,qualcomm,0.48031067848205566,microsoft,0.47831088304519653,walmart,0.4462966024875641,monster beverage,0.4460722804069519,adobe,0.43204474449157715,ford motor,0.42865830659866333,unitedhealth,0.36062777042388916,simon property,0.3484443128108978
21,paypal holdings,twilio,0.9245801568031311,mcdonalds,0.76407390832901,microchip technology,0.6194044947624207,charter communications,0.6056106686592102,regeneron,0.5798218846321106,meta platforms,0.5471619367599487,blackstone,0.5445784330368042,lam research,0.5148487091064453,mondelez,0.5095949769020081,aptiv,0.5051806569099426,medtronic,0.4889069199562073,servicenow,0.48687729239463806,pepsico,0.4842297434806824,yum brands,0.4814551770687103,apple,0.4601917266845703,mastercard,0.459311306476593,nike,0.44506484270095825,synopsys,0.44335031509399414,cloudflare,0.4384344220161438,cadence design systems,0.4369240403175354,tesla,0.43477416038513184,ford motor,0.4345535635948181,prudential financial,0.43321987986564636,netflix,0.4224868714809418,marvell technology,0.41939422488212585
22,ansys,kinder morgan,0.6549364328384399,verizon communications,0.6360538005828857,progressive,0.6306787729263306,resmed,0.5704533457756042,adobe,0.5704445242881775,edwards lifesciences,0.5558640360832214,intel corporation,0.5525227785110474,medtronic,0.5434510111808777,palo alto networks,0.5314632654190063,thermo fisher scientific,0.5295865535736084,monster beverage,0.5245182514190674,ball,0.5228691101074219,cigna,0.5228667855262756,gilead sciences,0.5212163925170898,servicenow,0.5203405618667603,mondelez,0.4982304275035858,motorola solutions,0.4975857734680176,bristol myers squibb,0.4951467514038086,abbvie,0.4915235936641693,amgen,0.4824801981449127,lam research,0.47600066661834717,hess,0.4725772440433502,eli lilly,0.4644203186035156,biogen,0.4639250338077545,expedia,0.45349371433258057
23,analog devices,broadcom,0.9607820510864258,vmware,0.7996904850006104,marvell technology,0.7968851327896118,caterpillar,0.7866535186767578,adobe,0.7603027820587158,arista networks,0.7270145416259766,advanced micro devices,0.7187709808349609,eaton,0.6710954904556274,paccar,0.6367824673652649,microchip technology,0.6274607181549072,cummins,0.6190141439437866,oracle,0.6123756766319275,palo alto networks,0.5977364778518677,cerner,0.5930177569389343,nvidia,0.5451581478118896,microsoft,0.5188909769058228,cisco systems,0.5135215520858765,digital realty,0.5115536451339722,servicenow,0.5078604817390442,intel corporation,0.50467848777771,honeywell,0.4161890745162964,comcast,0.40172693133354187,unitedhealth,0.3925347626209259,ansys,0.3902151882648468,progressive,0.37315958738327026
24,fedex,united parcel service,0.9793984889984131,dollar general,0.9374600052833557,aflac,0.9332330226898193,accenture,0.9240574836730957,intercontinental exchange,0.8779473304748535,dollar tree,0.6686471700668335,simon property,0.5748108625411987,occidental petroleum,0.5629094839096069,fiserv,0.5067203044891357,kinder morgan,0.4725669026374817,american,0.46574917435646057,hess,0.3914440870285034,visa,0.35964083671569824,boeing,0.3288765251636505,motorola solutions,0.3037431538105011,netflix,0.27235543727874756,lam research,0.2719258666038513,prudential financial,0.25248679518699646,abbvie,0.24718786776065826,mastercard,0.23331281542778015,regeneron,0.23206359148025513,american express,0.2154100090265274,oracle,0.2096778154373169,medtronic,0.20952686667442322,twitter,0.2059791386127472
25,starbucks,pepsico,0.9064338803291321,yum brands,0.880050539970398,mondelez,0.8336184024810791,halliburton,0.7442721128463745,emerson electric,0.7014615535736084,baker hughes,0.7008035182952881,mcdonalds,0.6948699355125427,schlumberger,0.6939663290977478,netflix,0.5601491928100586,prudential financial,0.5555751919746399,regeneron,0.5323370695114136,lam research,0.48972561955451965,twitter,0.47926244139671326,chipotle mexican grill,0.47766411304473877,medtronic,0.4761967658996582,expedia,0.4439331889152527,marriott,0.39453327655792236,edwards lifesciences,0.39155954122543335,eli lilly,0.3841724991798401,twilio,0.38134241104125977,paypal holdings,0.37478211522102356,ansys,0.33097898960113525,monster beverage,0.32869476079940796,citigroup,0.3224269151687622,cloudflare,0.285771906375885
26,halliburton,baker hughes,0.9890669584274292,emerson electric,0.9740537405014038,schlumberger,0.9631578326225281,starbucks,0.7442721128463745,pepsico,0.4938792586326599,yum brands,0.4417080581188202,prudential financial,0.4311752915382385,mondelez,0.4261668026447296,exxon mobil,0.3455589711666107,regeneron,0.33644166588783264,medtronic,0.3087489902973175,marriott,0.30861926078796387,honeywell,0.3066098988056183,ansys,0.3003710210323334,mcdonalds,0.2970747947692871,occidental petroleum,0.29594868421554565,expedia,0.2940347492694855,monster beverage,0.29328230023384094,valero,0.2789319157600403,motorola solutions,0.27326664328575134,hess,0.2627025842666626,netflix,0.2602234482765198,conocophillips,0.2536575198173523,twitter,0.22197982668876648,paccar,0.20892514288425446
27,servicenow,monster beverage,0.8566761016845703,palo alto networks,0.7560210824012756,resmed,0.7488430142402649,medtronic,0.7113059759140015,blackstone,0.6956288814544678,adobe,0.6912431716918945,twilio,0.6691548824310303,intel corporation,0.6688762903213501,aptiv,0.6666818857192993,microsoft,0.6407065391540527,charter communications,0.6251547336578369,prudential financial,0.6242308616638184,regeneron,0.6223446130752563,allstate,0.5885255336761475,alphabet,0.5838297605514526,meta platforms,0.5835349559783936,edwards lifesciences,0.5647687911987305,cerner,0.543857216835022,nvidia,0.5408943891525269,comcast,0.5255865454673767,ansys,0.5203405618667603,philip morris,0.5166771411895752,cadence design systems,0.509541392326355,analog devices,0.507860541343689,hp,0.5061740279197693
28,equifax,oracle,0.6330674886703491,adobe,0.6154243350028992,nvidia,0.5976538062095642,wells fargo,0.5911076068878174,fiserv,0.5716830492019653,lululemon athletica,0.5607852339744568,palo alto networks,0.5260422229766846,unitedhealth,0.506295382976532,qualcomm,0.49766162037849426,servicenow,0.46245867013931274,goldman sachs,0.4623349606990814,cerner,0.45193517208099365,intel corporation,0.445678174495697,devon,0.43452656269073486,anthem,0.42867276072502136,resmed,0.42434653639793396,morgan stanley,0.4185420274734497,vmware,0.4036763906478882,charles schwab,0.3827952742576599,walmart,0.34704792499542236,hp,0.3425064980983734,edwards lifesciences,0.33203303813934326,chipotle mexican grill,0.32948800921440125,analog devices,0.32845214009284973,american,0.3255364000797272
29,microchip technology,marvell technology,0.9396712779998779,advanced micro devices,0.8885397911071777,broadcom,0.6982325315475464,twilio,0.6421763896942139,analog devices,0.6274608373641968,paypal holdings,0.6194044947624207,blackstone,0.6027077436447144,vmware,0.5484194755554199,servicenow,0.4616253972053528,ford motor,0.45714813470840454,aptiv,0.3797009587287903,cerner,0.3659219443798065,palo alto networks,0.3545694351196289,adobe,0.3543165922164917,marathon petroleum,0.354031503200531,intel corporation,0.3323217034339905,cadence design systems,0.2765483856201172,prudential financial,0.26455456018447876,synopsys,0.2623893618583679,oracle,0.2557084262371063,lam research,0.2507117986679077,comcast,0.24200531840324402,microsoft,0.23318710923194885,valero,0.2211863398551941,regeneron,0.21454542875289917
30,netflix,twitter,0.8699862360954285,lam research,0.859845757484436,prudential financial,0.8163279294967651,mastercard,0.8024084568023682,american express,0.7718762159347534,visa,0.7694358229637146,regeneron,0.7676931619644165,yum brands,0.7504550814628601,mondelez,0.7498766183853149,chipotle mexican grill,0.7416436076164246,pepsico,0.7038318514823914,mcdonalds,0.6591832041740417,medtronic,0.6105248928070068,starbucks,0.5601491928100586,kinder morgan,0.48426902294158936,cloudflare,0.43317869305610657,paypal holdings,0.4224868714809418,charter communications,0.4130576252937317,twilio,0.4128270745277405,comcast,0.40975525975227356,american,0.4096551537513733,intel corporation,0.39875566959381104,resmed,0.3558778762817383,eli lilly,0.3157236576080322,blackstone,0.3149878978729248
31,morgan stanley,anthem,0.9114267826080322,goldman sachs,0.797032356262207,autozone,0.7779139280319214,lululemon athletica,0.7024247646331787,wells fargo,0.7016764283180237,kroger,0.6426371335983276,citigroup,0.6304191946983337,american,0.6005245447158813,blackstone,0.5921399593353271,hess,0.5837907791137695,edwards lifesciences,0.5478628873825073,resmed,0.5359141230583191,exxon mobil,0.5263534784317017,marriott,0.5260788202285767,micron technology,0.5211833715438843,blackrock,0.5152947902679443,agilent technologies,0.494888573884964,thermo fisher scientific,0.48297157883644104,walmart,0.4332125782966614,equifax,0.4185419976711273,cloudflare,0.4152015447616577,aptiv,0.40020567178726196,servicenow,0.35893863439559937,expedia,0.3575112521648407,mckesson,0.3556492030620575
32,allstate,hilton worldwide holdings,0.9358779788017273,meta platforms,0.9242817759513855,hp,0.9094135761260986,philip morris,0.8907707929611206,alphabet,0.8879323601722717,tesla,0.7708601951599121,cadence design systems,0.6727736592292786,aptiv,0.6717349290847778,cerner,0.6645874977111816,cisco systems,0.6566627025604248,apple,0.6019182801246643,servicenow,0.5885255336761475,comcast,0.5737441182136536,synopsys,0.5733077526092529,microsoft,0.5684630870819092,monster beverage,0.5624811053276062,palo alto networks,0.5376967191696167,nvidia,0.5217729210853577,charter communications,0.4941656291484833,ford motor,0.476455420255661,intel corporation,0.47185218334198,qualcomm,0.44910356402397156,adobe,0.43958911299705505,mckesson,0.4390687346458435,vmware,0.42158931493759155
33,twitter,netflix,0.8699862360954285,lam research,0.789028525352478,prudential financial,0.7444674968719482,chipotle mexican grill,0.7316673398017883,mastercard,0.7233777046203613,visa,0.7134241461753845,american express,0.7037083506584167,regeneron,0.6727731227874756,mondelez,0.6521575450897217,medtronic,0.650576114654541,yum brands,0.6411948800086975,pepsico,0.6170974373817444,mcdonalds,0.5988973379135132,kinder morgan,0.5522961616516113,raytheon technologies,0.5193775296211243,eli lilly,0.5006641149520874,starbucks,0.47926241159439087,biogen,0.4649490416049957,moderna,0.4565851390361786,pfizer,0.4536488354206085,uber technologies,0.44111916422843933,intel corporation,0.43783748149871826,resmed,0.4013642370700836,abbvie,0.3936915993690491,monster beverage,0.3835999071598053
34,citigroup,edwards lifesciences,0.8811516761779785,lululemon athletica,0.8334524631500244,agilent technologies,0.80624920129776,goldman sachs,0.7602472901344299,thermo fisher scientific,0.7364361882209778,blackrock,0.7200545072555542,anthem,0.6963311433792114,wells fargo,0.6919862031936646,cloudflare,0.6710834503173828,morgan stanley,0.6304191946983337,resmed,0.5291388630867004,cigna,0.4758213758468628,hess,0.449567973613739,chipotle mexican grill,0.4455205202102661,american,0.4445666968822479,blackstone,0.41023701429367065,marriott,0.3806591033935547,yum brands,0.36475104093551636,mondelez,0.34913092851638794,starbucks,0.3224268853664398,pepsico,0.2963564097881317,ansys,0.2936818301677704,walt disney,0.28770995140075684,lam research,0.2818446159362793,charter communications,0.2785596251487732
35,raytheon technologies,uber technologies,0.9648873805999756,moderna,0.9145134687423706,pfizer,0.7872297167778015,biogen,0.7831827402114868,abbott laboratories,0.668891966342926,ford motor,0.6058717370033264,eli lilly,0.5737215876579285,resmed,0.5570818185806274,synopsys,0.5522794723510742,cadence design systems,0.5257151126861572,twitter,0.5193775296211243,expedia,0.5069714784622192,mckesson,0.49564236402511597,tesla,0.48607683181762695,abbvie,0.4528464674949646,ball,0.4390287697315216,walmart,0.42614537477493286,intel corporation,0.41892337799072266,chipotle mexican grill,0.4177629351615906,devon,0.3903506398200989,medtronic,0.3868505656719208,kroger,0.38068443536758423,union pacific,0.3500474691390991,bristol myers squibb,0.3478471040725708,metlife,0.3468276560306549
