,company,n0_rec,n0_conf,n1_rec,n1_conf,n2_rec,n2_conf,n3_rec,n3_conf,n4_rec,n4_conf,n5_rec,n5_conf,n6_rec,n6_conf,n7_rec,n7_conf,n8_rec,n8_conf,n9_rec,n9_conf,n10_rec,n10_conf,n11_rec,n11_conf,n12_rec,n12_conf,n13_rec,n13_conf,n14_rec,n14_conf,n15_rec,n15_conf,n16_rec,n16_conf,n17_rec,n17_conf,n18_rec,n18_conf,n19_rec,n19_conf,n20_rec,n20_conf,n21_rec,n21_conf,n22_rec,n22_conf,n23_rec,n23_conf,n24_rec,n24_conf
10,unilever,glaxosmithkline,0.9985907077789307,british american tobacco,0.9980311393737793,vodafone,0.996239185333252,pearson,0.9900619387626648,astrazeneca,0.9885318279266357,lloyds banking,0.9850322008132935,diageo,0.9833816885948181,shell,0.9746544361114502,bp,0.9728240370750427,intercontinental hotels,0.9569914937019348,barclays,0.9494614601135254,natwest,0.8977898359298706,rio tinto,0.8710551261901855,glencore,0.7553423643112183,antofagasta,0.7064305543899536,imperial brands,0.26842305064201355,tesco,0.13503047823905945,ocado,0.09226207435131073,sage,-0.07426823675632477,melrose industries,-0.07830534875392914,schroders,-0.08215351402759552,experian,-0.08299996703863144,johnson matthey,-0.0930166095495224,london stock exchange,-0.09456609189510345,prudential,-0.10885118693113327
11,lloyds banking,pearson,0.9957972764968872,diageo,0.9948965311050415,vodafone,0.9916634559631348,bp,0.989351749420166,british american tobacco,0.9877296090126038,glaxosmithkline,0.9854533076286316,unilever,0.9850322008132935,astrazeneca,0.9706423878669739,shell,0.9677990674972534,intercontinental hotels,0.9433350563049316,barclays,0.9398337602615356,natwest,0.8873218297958374,rio tinto,0.8731730580329895,glencore,0.7537981271743774,antofagasta,0.7130837440490723,imperial brands,0.411621630191803,tesco,0.1864660084247589,ocado,0.14690829813480377,melrose industries,0.056385546922683716,experian,0.054369453340768814,schroders,0.054366253316402435,johnson matthey,0.04541851580142975,sage,0.04224340617656708,prudential,0.028642691671848297,london stock exchange,0.02764935791492462
12,experian,schroders,0.9993540048599243,johnson matthey,0.9991945624351501,prudential,0.9991891980171204,spirax sarco engineering,0.9962510466575623,melrose industries,0.995461642742157,london stock exchange,0.9864897131919861,sage,0.9138734340667725,ocado,0.5519433617591858,tesco,0.5430240631103516,imperial brands,0.4409220814704895,antofagasta,0.3769508898258209,glencore,0.3088560402393341,rio tinto,0.260352224111557,natwest,0.14284615218639374,bp,0.11593110114336014,barclays,0.09355095773935318,shell,0.05741271376609802,lloyds banking,0.054369449615478516,intercontinental hotels,0.05228455364704132,diageo,0.04206937178969383,pearson,0.019643820822238922,astrazeneca,-0.036056891083717346,vodafone,-0.0389997661113739,glaxosmithkline,-0.07404851913452148,unilever,-0.08299996703863144
13,imperial brands,johnson matthey,0.4453347325325012,experian,0.4409220814704895,prudential,0.43490755558013916,schroders,0.4347832202911377,spirax sarco engineering,0.43434521555900574,melrose industries,0.4172925651073456,lloyds banking,0.411621630191803,diageo,0.39626502990722656,bp,0.38234955072402954,pearson,0.3665952682495117,sage,0.33491116762161255,vodafone,0.320250540971756,london stock exchange,0.31209278106689453,british american tobacco,0.31133759021759033,glaxosmithkline,0.27119171619415283,unilever,0.26842305064201355,shell,0.2301715612411499,astrazeneca,0.1987285166978836,barclays,0.15890637040138245,intercontinental hotels,0.15768486261367798,ocado,0.1218455582857132,rio tinto,0.1170501857995987,tesco,0.11653391271829605,natwest,0.10013037919998169,antofagasta,0.010990068316459656
14,diageo,lloyds banking,0.9948967099189758,vodafone,0.9918395280838013,glaxosmithkline,0.9873071908950806,pearson,0.9867170453071594,british american tobacco,0.9859695434570312,unilever,0.9833817481994629,bp,0.9755029678344727,astrazeneca,0.9749162793159485,shell,0.9538147449493408,barclays,0.9408697485923767,intercontinental hotels,0.9304527044296265,natwest,0.8678713440895081,rio tinto,0.8650336265563965,glencore,0.7642010450363159,antofagasta,0.7219683527946472,imperial brands,0.39626508951187134,tesco,0.10892866551876068,ocado,0.06835873425006866,melrose industries,0.05198005586862564,schroders,0.04468144476413727,experian,0.042069368064403534,johnson matthey,0.034365214407444,london stock exchange,0.02394198626279831,spirax sarco engineering,0.014975190162658691,prudential,0.01469816267490387
15,schroders,experian,0.9993540048599243,johnson matthey,0.9991391897201538,prudential,0.9980875253677368,spirax sarco engineering,0.9975858926773071,melrose industries,0.9973862171173096,london stock exchange,0.9890128374099731,sage,0.9034101963043213,ocado,0.5318635106086731,tesco,0.523118793964386,imperial brands,0.4347832202911377,antofagasta,0.38266420364379883,glencore,0.31440138816833496,rio tinto,0.26080119609832764,natwest,0.13915328681468964,bp,0.11342354118824005,barclays,0.09558804333209991,shell,0.05550722777843475,lloyds banking,0.05436624586582184,intercontinental hotels,0.05056920647621155,diageo,0.04468144103884697,pearson,0.01837434619665146,astrazeneca,-0.03338077664375305,vodafone,-0.03742249310016632,glaxosmithkline,-0.07229186594486237,unilever,-0.08215351402759552
16,johnson matthey,experian,0.9991946220397949,schroders,0.9991392493247986,prudential,0.9989453554153442,spirax sarco engineering,0.9974032640457153,melrose industries,0.9962266683578491,london stock exchange,0.9861112236976624,sage,0.9062784910202026,ocado,0.535804033279419,tesco,0.526305079460144,imperial brands,0.4453347623348236,antofagasta,0.3601735830307007,glencore,0.2924010157585144,rio tinto,0.2441014051437378,natwest,0.12443611025810242,bp,0.10373710095882416,barclays,0.0790151059627533,lloyds banking,0.045418523252010345,shell,0.044291481375694275,intercontinental hotels,0.036575689911842346,diageo,0.0343652069568634,pearson,0.009857863187789917,vodafone,-0.04699808359146118,astrazeneca,-0.04766996204853058,glaxosmithkline,-0.08316510915756226,unilever,-0.0930165946483612
17,intercontinental hotels,shell,0.9907039403915405,barclays,0.9862540364265442,natwest,0.9855674505233765,astrazeneca,0.9743074178695679,bp,0.9684085845947266,rio tinto,0.9633163213729858,unilever,0.9569914937019348,pearson,0.9547610282897949,glaxosmithkline,0.953378438949585,vodafone,0.9439424276351929,british american tobacco,0.9437376260757446,lloyds banking,0.9433350563049316,diageo,0.9304525852203369,glencore,0.8736661672592163,antofagasta,0.8401622772216797,tesco,0.339607834815979,ocado,0.29692143201828003,imperial brands,0.15768486261367798,sage,0.11223486065864563,london stock exchange,0.05739075690507889,experian,0.05228455364704132,melrose industries,0.05140160024166107,schroders,0.05056920647621155,johnson matthey,0.036575667560100555,prudential,0.027297362685203552
18,sage,prudential,0.9200273752212524,experian,0.913873553276062,johnson matthey,0.9062784910202026,schroders,0.9034101963043213,london stock exchange,0.8826342225074768,spirax sarco engineering,0.8808531761169434,melrose industries,0.8778548240661621,ocado,0.8378007411956787,tesco,0.8285596370697021,antofagasta,0.336198091506958,imperial brands,0.33491116762161255,rio tinto,0.28882718086242676,glencore,0.2706263065338135,natwest,0.23070479929447174,bp,0.1448550820350647,shell,0.11397919058799744,intercontinental hotels,0.11223486065864563,barclays,0.09147967398166656,lloyds banking,0.04224339872598648,pearson,0.03805387765169144,diageo,-0.004521667957305908,astrazeneca,-0.045661717653274536,vodafone,-0.04987800866365433,unilever,-0.07426825165748596,glaxosmithkline,-0.08247009664773941
19,glencore,antofagasta,0.9946691989898682,rio tinto,0.9589725732803345,barclays,0.9192616939544678,natwest,0.9070866703987122,intercontinental hotels,0.8736661672592163,astrazeneca,0.8385250568389893,shell,0.8259960412979126,bp,0.7943507432937622,diageo,0.7642009854316711,glaxosmithkline,0.7641441822052002,unilever,0.7553423643112183,lloyds banking,0.7537980675697327,pearson,0.7455230951309204,vodafone,0.7451324462890625,british american tobacco,0.7275345921516418,london stock exchange,0.36742883920669556,melrose industries,0.33288508653640747,schroders,0.31440138816833496,experian,0.3088560402393341,tesco,0.30826306343078613,johnson matthey,0.292400985956192,spirax sarco engineering,0.2874586582183838,prudential,0.28042128682136536,sage,0.2706263065338135,ocado,0.2698364853858948
20,pearson,lloyds banking,0.9957972764968872,vodafone,0.9926115274429321,bp,0.9913293719291687,british american tobacco,0.9912027716636658,unilever,0.9900619387626648,glaxosmithkline,0.9875903725624084,diageo,0.9867169260978699,shell,0.9792286157608032,astrazeneca,0.9722692370414734,intercontinental hotels,0.9547610282897949,barclays,0.940475583076477,natwest,0.9020099639892578,rio tinto,0.8770288825035095,glencore,0.7455230951309204,antofagasta,0.7027754783630371,imperial brands,0.3665952682495117,tesco,0.22454339265823364,ocado,0.18397916853427887,sage,0.038053881376981735,experian,0.01964382827281952,schroders,0.01837434619665146,melrose industries,0.017496250569820404,johnson matthey,0.009857848286628723,prudential,-0.004651278257369995,london stock exchange,-0.006582275032997131
21,ocado,tesco,0.9984723329544067,sage,0.8378006219863892,prudential,0.5614781975746155,experian,0.551943302154541,johnson matthey,0.5358039736747742,schroders,0.5318635106086731,london stock exchange,0.5089953541755676,melrose industries,0.4869520664215088,spirax sarco engineering,0.48542356491088867,natwest,0.41488534212112427,rio tinto,0.37893033027648926,antofagasta,0.30854660272598267,intercontinental hotels,0.29692143201828003,shell,0.2918612062931061,bp,0.2753300666809082,glencore,0.2698364853858948,barclays,0.20211811363697052,pearson,0.18397916853427887,lloyds banking,0.14690828323364258,imperial brands,0.1218455582857132,astrazeneca,0.09234721958637238,unilever,0.09226207435131073,vodafone,0.08320359885692596,british american tobacco,0.07508589327335358,diageo,0.06835872679948807
22,antofagasta,glencore,0.9946690201759338,rio tinto,0.944191038608551,barclays,0.8884430527687073,natwest,0.8835166096687317,intercontinental hotels,0.8401622772216797,astrazeneca,0.7949473857879639,shell,0.7901403903961182,bp,0.7599196434020996,diageo,0.7219682335853577,glaxosmithkline,0.7158931493759155,lloyds banking,0.7130836844444275,unilever,0.7064304947853088,pearson,0.7027753591537476,vodafone,0.6984881162643433,british american tobacco,0.6776189804077148,london stock exchange,0.4370008707046509,melrose industries,0.4003506600856781,schroders,0.38266417384147644,experian,0.37695083022117615,johnson matthey,0.3601735234260559,spirax sarco engineering,0.35689014196395874,prudential,0.3494655191898346,tesco,0.3453323245048523,sage,0.3361980617046356,ocado,0.3085465431213379
23,bp,pearson,0.9913293719291687,lloyds banking,0.9893516898155212,shell,0.9852533340454102,diageo,0.9755029678344727,vodafone,0.974631667137146,unilever,0.9728240370750427,british american tobacco,0.9715853333473206,glaxosmithkline,0.9694750308990479,intercontinental hotels,0.9684085845947266,astrazeneca,0.9651120901107788,barclays,0.9545278549194336,natwest,0.9333569407463074,rio tinto,0.9150845408439636,glencore,0.7943507432937622,antofagasta,0.7599197626113892,imperial brands,0.38234955072402954,tesco,0.3145105838775635,ocado,0.2753300666809082,sage,0.14485511183738708,experian,0.11593110859394073,schroders,0.11342354118824005,melrose industries,0.1102561354637146,johnson matthey,0.10373706370592117,prudential,0.09130162000656128,london stock exchange,0.08962429314851761
24,prudential,experian,0.9991891980171204,johnson matthey,0.9989453554153442,schroders,0.9980875253677368,spirax sarco engineering,0.995254635810852,melrose industries,0.9931477308273315,london stock exchange,0.984218955039978,sage,0.9200273752212524,ocado,0.5614781975746155,tesco,0.5514848232269287,imperial brands,0.43490755558013916,antofagasta,0.349465548992157,glencore,0.28042128682136536,rio tinto,0.234825000166893,natwest,0.11937633156776428,bp,0.09130162000656128,barclays,0.06535045802593231,shell,0.033769428730010986,lloyds banking,0.028642699122428894,intercontinental hotels,0.02729737013578415,diageo,0.014698132872581482,pearson,-0.004651308059692383,astrazeneca,-0.06423190981149673,vodafone,-0.06492310762405396,glaxosmithkline,-0.10056065022945404,unilever,-0.10885120928287506
25,british american tobacco,unilever,0.9980311393737793,glaxosmithkline,0.9970335960388184,vodafone,0.9966226816177368,pearson,0.9912027716636658,lloyds banking,0.9877296686172485,diageo,0.9859695434570312,astrazeneca,0.9809485077857971,bp,0.9715853333473206,shell,0.9650636911392212,intercontinental hotels,0.9437376260757446,barclays,0.93538898229599,natwest,0.8783985376358032,rio tinto,0.8490861058235168,glencore,0.7275345921516418,antofagasta,0.6776190996170044,imperial brands,0.31133759021759033,tesco,0.11708307266235352,ocado,0.07508589327335358,sage,-0.08696682751178741,melrose industries,-0.08750615268945694,schroders,-0.09072762727737427,experian,-0.09107550233602524,johnson matthey,-0.10053696483373642,london stock exchange,-0.1101146712899208,prudential,-0.11678672581911087
26,tesco,ocado,0.9984722137451172,sage,0.8285596370697021,prudential,0.5514848232269287,experian,0.5430240631103516,johnson matthey,0.526305079460144,schroders,0.523118793964386,london stock exchange,0.5026077032089233,melrose industries,0.4792468845844269,spirax sarco engineering,0.47551804780960083,natwest,0.4558470845222473,rio tinto,0.41940081119537354,antofagasta,0.3453323543071747,intercontinental hotels,0.33960777521133423,shell,0.334162175655365,bp,0.3145105838775635,glencore,0.3082630932331085,barclays,0.2458769679069519,pearson,0.22454339265823364,lloyds banking,0.1864660084247589,astrazeneca,0.13665373623371124,unilever,0.13503047823905945,vodafone,0.1251075118780136,british american tobacco,0.11708306521177292,imperial brands,0.11653389781713486,diageo,0.10892864316701889
