,company,n0_rec,n0_conf,n1_rec,n1_conf,n2_rec,n2_conf,n3_rec,n3_conf,n4_rec,n4_conf,n5_rec,n5_conf,n6_rec,n6_conf,n7_rec,n7_conf,n8_rec,n8_conf,n9_rec,n9_conf,n10_rec,n10_conf,n11_rec,n11_conf,n12_rec,n12_conf,n13_rec,n13_conf,n14_rec,n14_conf,n15_rec,n15_conf,n16_rec,n16_conf,n17_rec,n17_conf,n18_rec,n18_conf,n19_rec,n19_conf,n20_rec,n20_conf,n21_rec,n21_conf,n22_rec,n22_conf,n23_rec,n23_conf,n24_rec,n24_conf
10,tc,canadian pacific railway ltd,0.9988991022109985,manulife financial,0.9983713030815125,barrick gold,0.9927059412002563,suncor,0.9925997257232666,canopy growth,0.9905562996864319,altagas ltd,0.9887909293174744,kinross gold,0.9878553152084351,enbridge,0.9878491759300232,cenovus,0.9876012802124023,loblaw companies ltd,0.9871011972427368,quebecor,0.9870734214782715,sun life financial,0.9860255122184753,imperial oil ltd,0.9857614040374756,telus,0.9832007884979248,lightspeed commerce,0.9823602437973022,blackberry ltd,0.9752691984176636,pembina pipeline,0.9707046747207642,gildan activewear,0.9663838744163513,canadian natural resources ltd,0.9535558223724365,metro,0.9533520340919495,agnico eagle mines ltd,0.9512830972671509,magna,0.9501973390579224,nutrien ltd,0.9475158452987671,ritchie bros auctioneers,0.8799886703491211,emera,0.19719788432121277
11,sun life financial,altagas ltd,0.9981971383094788,lightspeed commerce,0.9980745911598206,imperial oil ltd,0.9979575872421265,telus,0.997677743434906,canopy growth,0.9971500039100647,kinross gold,0.9970369935035706,quebecor,0.9969609379768372,loblaw companies ltd,0.9967763423919678,pembina pipeline,0.9948212504386902,barrick gold,0.9947496652603149,blackberry ltd,0.9946297407150269,gildan activewear,0.99290931224823,metro,0.9884089231491089,agnico eagle mines ltd,0.9880682229995728,canadian pacific railway ltd,0.9878165125846863,canadian natural resources ltd,0.9875408411026001,tc,0.9860255122184753,magna,0.9855132102966309,manulife financial,0.982437252998352,nutrien ltd,0.9774860143661499,suncor,0.961368978023529,enbridge,0.9516662359237671,cenovus,0.9502530694007874,ritchie bros auctioneers,0.9377809762954712,emera,0.33227282762527466
12,canadian natural resources ltd,magna,0.9988948106765747,metro,0.9977914094924927,gildan activewear,0.9972630739212036,pembina pipeline,0.9959592819213867,agnico eagle mines ltd,0.9938184022903442,blackberry ltd,0.9937443733215332,lightspeed commerce,0.9920496344566345,telus,0.9908688068389893,nutrien ltd,0.9899805188179016,imperial oil ltd,0.988701581954956,sun life financial,0.9875408411026001,loblaw companies ltd,0.986981987953186,kinross gold,0.9868754148483276,quebecor,0.9860571622848511,altagas ltd,0.9854236245155334,barrick gold,0.9792600870132446,canopy growth,0.9789010286331177,ritchie bros auctioneers,0.973630428314209,canadian pacific railway ltd,0.9576253294944763,tc,0.9535558223724365,manulife financial,0.9473709464073181,suncor,0.9131064414978027,enbridge,0.8993327617645264,cenovus,0.8980851173400879,thomson reuters,0.44171369075775146
13,quebecor,kinross gold,0.9990780353546143,loblaw companies ltd,0.9988517165184021,altagas ltd,0.9979922771453857,barrick gold,0.9974204897880554,imperial oil ltd,0.9972038269042969,lightspeed commerce,0.9970200061798096,sun life financial,0.9969609379768372,telus,0.9969422221183777,canopy growth,0.9950148463249207,blackberry ltd,0.9933023452758789,pembina pipeline,0.9925187230110168,gildan activewear,0.991867184638977,canadian pacific railway ltd,0.989378035068512,tc,0.9870734214782715,canadian natural resources ltd,0.9860571622848511,magna,0.9842402338981628,manulife financial,0.9840428829193115,metro,0.9838082790374756,agnico eagle mines ltd,0.9807924032211304,nutrien ltd,0.9765282273292542,suncor,0.9640206694602966,enbridge,0.9557417631149292,cenovus,0.9546762704849243,ritchie bros auctioneers,0.932555079460144,thomson reuters,0.3280273675918579
14,kinross gold,loblaw companies ltd,0.9993242025375366,quebecor,0.9990780353546143,imperial oil ltd,0.9983298778533936,altagas ltd,0.9981856346130371,lightspeed commerce,0.9978227615356445,telus,0.9975711703300476,barrick gold,0.9973431825637817,sun life financial,0.9970369935035706,blackberry ltd,0.9948345422744751,canopy growth,0.9946109056472778,pembina pipeline,0.9932765960693359,gildan activewear,0.9924891591072083,canadian pacific railway ltd,0.9900035858154297,tc,0.9878553152084351,canadian natural resources ltd,0.9868754148483276,metro,0.9855633974075317,magna,0.9847279787063599,manulife financial,0.9844415187835693,agnico eagle mines ltd,0.9804574847221375,nutrien ltd,0.9787673950195312,suncor,0.964509904384613,enbridge,0.9556844234466553,cenovus,0.9548326134681702,ritchie bros auctioneers,0.9347949028015137,thomson reuters,0.32010185718536377
15,barrick gold,quebecor,0.9974204897880554,kinross gold,0.9973431825637817,altagas ltd,0.9973095655441284,loblaw companies ltd,0.9970777630805969,imperial oil ltd,0.9956145286560059,telus,0.9953275918960571,lightspeed commerce,0.9950569868087769,canopy growth,0.9947729110717773,sun life financial,0.9947496652603149,canadian pacific railway ltd,0.993958055973053,tc,0.9927059412002563,blackberry ltd,0.9909338355064392,manulife financial,0.9895977973937988,pembina pipeline,0.988871157169342,gildan activewear,0.987024188041687,canadian natural resources ltd,0.9792600870132446,magna,0.9767422080039978,metro,0.9761556386947632,suncor,0.9743481874465942,agnico eagle mines ltd,0.9731199741363525,nutrien ltd,0.9730622172355652,enbridge,0.9669877886772156,cenovus,0.9666959047317505,ritchie bros auctioneers,0.9210667610168457,thomson reuters,0.3033035099506378
16,agnico eagle mines ltd,metro,0.9949999451637268,canadian natural resources ltd,0.9938184022903442,gildan activewear,0.9927036762237549,magna,0.9926944375038147,pembina pipeline,0.9925538301467896,blackberry ltd,0.9887045621871948,lightspeed commerce,0.9882143139839172,sun life financial,0.9880682229995728,telus,0.9868760108947754,imperial oil ltd,0.9849743247032166,altagas ltd,0.9823829531669617,canopy growth,0.9812287092208862,loblaw companies ltd,0.980980396270752,quebecor,0.9807924032211304,kinross gold,0.9804574847221375,nutrien ltd,0.980263352394104,barrick gold,0.9731199741363525,ritchie bros auctioneers,0.9667558073997498,canadian pacific railway ltd,0.9546431303024292,tc,0.9512829780578613,manulife financial,0.9450448751449585,suncor,0.9114059209823608,enbridge,0.8972043991088867,cenovus,0.8961038589477539,emera,0.4422127604484558
17,blackberry ltd,lightspeed commerce,0.9979135990142822,pembina pipeline,0.9972004890441895,telus,0.9970510005950928,gildan activewear,0.9965165853500366,imperial oil ltd,0.9956741333007812,kinross gold,0.9948345422744751,sun life financial,0.9946297407150269,loblaw companies ltd,0.9939719438552856,canadian natural resources ltd,0.9937443733215332,altagas ltd,0.9933851957321167,quebecor,0.9933023452758789,magna,0.9931584596633911,metro,0.992573082447052,nutrien ltd,0.991936445236206,barrick gold,0.9909338355064392,canopy growth,0.9891109466552734,agnico eagle mines ltd,0.9887045621871948,canadian pacific railway ltd,0.9773409962654114,tc,0.9752691984176636,manulife financial,0.9691998958587646,ritchie bros auctioneers,0.961124062538147,suncor,0.9433444738388062,enbridge,0.9320826530456543,cenovus,0.9313431978225708,thomson reuters,0.3718567490577698
18,telus,lightspeed commerce,0.9987300634384155,imperial oil ltd,0.9983354806900024,altagas ltd,0.9981021881103516,sun life financial,0.9976778626441956,kinross gold,0.9975712299346924,loblaw companies ltd,0.997538149356842,pembina pipeline,0.9971641302108765,blackberry ltd,0.9970510005950928,quebecor,0.9969422221183777,gildan activewear,0.9958309531211853,barrick gold,0.9953275918960571,canopy growth,0.9945118427276611,canadian natural resources ltd,0.9908688068389893,metro,0.9900038242340088,magna,0.9896213412284851,agnico eagle mines ltd,0.9868760108947754,canadian pacific railway ltd,0.9848408699035645,nutrien ltd,0.9842381477355957,tc,0.9832007884979248,manulife financial,0.9788068532943726,suncor,0.9558936357498169,ritchie bros auctioneers,0.9469529390335083,enbridge,0.9456474781036377,cenovus,0.9446403980255127,thomson reuters,0.342887282371521
19,magna,canadian natural resources ltd,0.9988948106765747,metro,0.9974528551101685,gildan activewear,0.9971567988395691,pembina pipeline,0.9950644969940186,blackberry ltd,0.9931584596633911,agnico eagle mines ltd,0.9926944375038147,nutrien ltd,0.9925196170806885,lightspeed commerce,0.9902124404907227,telus,0.9896212816238403,imperial oil ltd,0.986235499382019,sun life financial,0.9855132102966309,loblaw companies ltd,0.9851582050323486,kinross gold,0.9847280979156494,quebecor,0.9842402338981628,altagas ltd,0.9833446145057678,ritchie bros auctioneers,0.9776712656021118,barrick gold,0.9767422080039978,canopy growth,0.9760950803756714,canadian pacific railway ltd,0.9537582397460938,tc,0.9501973390579224,manulife financial,0.9427026510238647,suncor,0.9078400135040283,enbridge,0.8937622308731079,cenovus,0.8926072120666504,thomson reuters,0.4568040370941162
20,altagas ltd,sun life financial,0.9981971383094788,kinross gold,0.9981856346130371,telus,0.9981021881103516,quebecor,0.9979922771453857,imperial oil ltd,0.9979742765426636,loblaw companies ltd,0.9979375600814819,barrick gold,0.9973095655441284,lightspeed commerce,0.9972587823867798,canopy growth,0.997092068195343,pembina pipeline,0.9938587546348572,blackberry ltd,0.9933851957321167,gildan activewear,0.9919718503952026,canadian pacific railway ltd,0.9908499717712402,tc,0.9887909293174744,manulife financial,0.9856994152069092,canadian natural resources ltd,0.9854236245155334,metro,0.9849158525466919,magna,0.9833446145057678,agnico eagle mines ltd,0.9823828935623169,nutrien ltd,0.9755633473396301,suncor,0.9668060541152954,enbridge,0.9574078321456909,cenovus,0.9566576480865479,ritchie bros auctioneers,0.9316058158874512,thomson reuters,0.313108891248703
21,imperial oil ltd,lightspeed commerce,0.998651921749115,telus,0.9983354806900024,kinross gold,0.9983298778533936,altagas ltd,0.9979742765426636,sun life financial,0.9979575872421265,loblaw companies ltd,0.9976595640182495,quebecor,0.9972038269042969,blackberry ltd,0.9956741333007812,barrick gold,0.9956145286560059,pembina pipeline,0.9953000545501709,canopy growth,0.9951674938201904,gildan activewear,0.993080198764801,canadian natural resources ltd,0.988701581954956,metro,0.9884345531463623,canadian pacific railway ltd,0.9883803725242615,magna,0.986235499382019,tc,0.9857614040374756,agnico eagle mines ltd,0.9849743843078613,manulife financial,0.9826532602310181,nutrien ltd,0.9796496033668518,suncor,0.9608339071273804,enbridge,0.9509345293045044,cenovus,0.9501112699508667,ritchie bros auctioneers,0.9397059082984924,emera,0.3381308913230896
22,enbridge,cenovus,0.999361515045166,suncor,0.9985136985778809,manulife financial,0.9907340407371521,tc,0.9878491759300232,canadian pacific railway ltd,0.985914409160614,barrick gold,0.9669877886772156,canopy growth,0.9629254937171936,altagas ltd,0.9574078321456909,quebecor,0.9557417631149292,kinross gold,0.9556844234466553,loblaw companies ltd,0.9535012245178223,sun life financial,0.9516662359237671,imperial oil ltd,0.9509345293045044,telus,0.9456473588943481,lightspeed commerce,0.9442606568336487,blackberry ltd,0.9320826530456543,pembina pipeline,0.9243091940879822,gildan activewear,0.9181056022644043,canadian natural resources ltd,0.8993327617645264,metro,0.8985162973403931,agnico eagle mines ltd,0.8972043991088867,magna,0.8937622308731079,nutrien ltd,0.8923773765563965,ritchie bros auctioneers,0.8008612990379333,thomson reuters,0.0735132098197937
23,suncor,cenovus,0.9985690116882324,enbridge,0.9985135793685913,manulife financial,0.9944421052932739,tc,0.9925996661186218,canadian pacific railway ltd,0.9907492995262146,barrick gold,0.9743480682373047,canopy growth,0.9709027409553528,altagas ltd,0.9668059349060059,kinross gold,0.9645098447799683,quebecor,0.9640206098556519,loblaw companies ltd,0.9629742503166199,sun life financial,0.961368978023529,imperial oil ltd,0.9608337879180908,telus,0.9558935165405273,lightspeed commerce,0.9545190334320068,blackberry ltd,0.9433443546295166,pembina pipeline,0.937056303024292,gildan activewear,0.930675745010376,canadian natural resources ltd,0.9131063222885132,metro,0.9129588007926941,agnico eagle mines ltd,0.9114057421684265,magna,0.9078399538993835,nutrien ltd,0.9060583114624023,ritchie bros auctioneers,0.8201213479042053,emera,0.10052721202373505
24,lightspeed commerce,telus,0.9987300634384155,imperial oil ltd,0.9986519813537598,sun life financial,0.9980746507644653,blackberry ltd,0.9979135990142822,kinross gold,0.9978227615356445,loblaw companies ltd,0.9974544048309326,altagas ltd,0.9972587823867798,pembina pipeline,0.9972016215324402,quebecor,0.9970200061798096,gildan activewear,0.9958223104476929,barrick gold,0.9950570464134216,canopy growth,0.9941133260726929,canadian natural resources ltd,0.9920496940612793,metro,0.9909241199493408,magna,0.9902125000953674,agnico eagle mines ltd,0.988214373588562,nutrien ltd,0.985007643699646,canadian pacific railway ltd,0.9844843149185181,tc,0.9823602437973022,manulife financial,0.9777584075927734,suncor,0.9545191526412964,ritchie bros auctioneers,0.9487075805664062,enbridge,0.9442606568336487,cenovus,0.9432133436203003,emera,0.34628617763519287
25,nutrien ltd,magna,0.9925196170806885,blackberry ltd,0.991936445236206,gildan activewear,0.9906303882598877,canadian natural resources ltd,0.9899805188179016,pembina pipeline,0.9889059662818909,metro,0.9878700375556946,lightspeed commerce,0.985007643699646,telus,0.9842381477355957,ritchie bros auctioneers,0.9815521240234375,agnico eagle mines ltd,0.980263352394104,imperial oil ltd,0.9796496033668518,kinross gold,0.9787673950195312,loblaw companies ltd,0.9787665605545044,sun life financial,0.9774860143661499,quebecor,0.9765282273292542,altagas ltd,0.9755633473396301,barrick gold,0.9730622172355652,canopy growth,0.9660323858261108,canadian pacific railway ltd,0.9490041136741638,tc,0.9475158452987671,manulife financial,0.9378185272216797,suncor,0.9060584306716919,enbridge,0.8923773765563965,cenovus,0.8915502429008484,thomson reuters,0.4554576873779297
26,gildan activewear,pembina pipeline,0.9982351660728455,canadian natural resources ltd,0.9972630739212036,magna,0.9971567392349243,blackberry ltd,0.9965165853500366,metro,0.996113121509552,telus,0.9958308935165405,lightspeed commerce,0.9958221316337585,imperial oil ltd,0.993080198764801,loblaw companies ltd,0.9929598569869995,sun life financial,0.99290931224823,agnico eagle mines ltd,0.9927037358283997,kinross gold,0.9924891591072083,altagas ltd,0.9919718503952026,quebecor,0.991867184638977,nutrien ltd,0.9906303882598877,barrick gold,0.987024188041687,canopy growth,0.9859293103218079,canadian pacific railway ltd,0.9688166975975037,tc,0.9663838744163513,ritchie bros auctioneers,0.9663276672363281,manulife financial,0.9600120782852173,suncor,0.9306758046150208,enbridge,0.9181056022644043,cenovus,0.9169939756393433,thomson reuters,0.41332006454467773
