0,1,2,company
-2.5594397,-0.28862074,0.7547927,marathon petroleum
-1.036288,1.0173779,1.1413739,cummins
0.6913822,0.4811525,-1.0378971,united parcel service
2.9137561,-1.7789148,1.0275095,agilent technologies
-0.60792136,-1.0694668,0.41735214,transdigm
-1.300129,0.8787147,-1.8058867,biogen
-0.74697506,-0.42959493,-0.72924984,mcdonalds
-1.1379619,1.668865,-0.49736023,firstenergy
0.783803,4.0744014,-0.26596335,valero
0.4816255,0.3503263,-1.0252603,chevron
1.1575416,2.5074904,-2.0951066,pepsico
-0.93571323,-0.8394993,0.100665696,fifth third bancorp
2.3612282,-3.185419,-0.20072208,paccar
1.4433168,4.3879933,-0.3000549,edwards lifesciences
-0.9431695,-0.14246531,0.14066684,micron technology
-0.9587723,-0.5129185,3.0339553,kinder morgan
-0.26360714,-0.07269231,-0.2958006,berkshire hathaway
0.15172394,-0.7558253,2.0400739,abbott laboratories
1.7083489,2.613594,-2.465645,cigna
0.18837105,-2.1357324,1.9104058,kroger
0.10803493,-1.1963387,1.3079245,dupont de nemours
1.3575228,2.434607,1.5288836,lockheed martin
0.20012897,-0.49531487,1.6217782,simon property
-0.5804612,2.343194,0.075000525,mastercard
-0.7728407,-0.6345786,-0.6881257,mckesson
1.7146845,-2.502908,-1.6811132,nike
0.9601762,-0.5144362,-0.0520381,alphabet
-0.51906466,1.040435,0.38427022,international business machines
2.404672,-1.1752129,-0.131869,mondelez
0.0988922,-0.34812796,0.68239903,norfolk southern
0.83586025,-1.8493369,0.65335053,walt disney
0.12385823,-0.62875366,0.5759925,tesla
-0.8338499,-0.3538258,0.4294284,exxon mobil
1.0220062,-1.0069406,-1.8185194,bristol myers squibb
-0.24350041,0.8465726,0.6763672,blackrock
1.2861074,-1.3526804,1.9201207,motorola solutions
0.07058734,2.811399,0.019443851,nucor
-0.5968279,-0.7930577,-0.71876514,ford motor
-0.0050799325,-0.6385112,0.08781253,nextera
-0.6865019,-0.058378,-0.3619162,salesforce
2.7960563,-2.3128371,-0.09483079,baxter
0.14864227,-0.9797938,0.07852675,abbvie
-0.25401062,-0.65408474,0.13139226,centene
0.51354885,-1.0181831,-0.015225639,occidental petroleum
-0.11444134,-0.37085325,0.017709933,us bancorp
-0.07834598,-0.11712017,0.29527283,oracle
-0.10095128,-0.5223799,0.55690646,anthem
-0.16660252,-1.1056604,-0.010736748,broadcom
-0.22655442,-0.49058166,0.4198984,qualcomm
-0.051873434,-0.17214203,0.27434215,progressive
-0.15962383,-0.7634569,-0.89855444,honeywell
0.34271264,-0.9237836,1.7907339,palo alto networks
1.249016,2.509195,-0.5770641,humana
-0.3856782,-0.7944343,-1.1457012,metlife
-0.104862235,-0.4722415,0.5771544,intuitive surgical
-0.27639258,-0.14892296,-0.6738077,southwest airlines
-0.3681032,-0.5371196,-0.2769748,nvidia
-0.26312834,0.2954803,-0.22854686,devon
0.10644497,1.4341536,-0.2536871,gilead sciences
0.19103496,-0.74555564,0.026674131,intel corporation
-0.03923701,-0.4730426,-0.18786664,autozone
-0.44976723,-0.19901553,-0.25086704,regeneron
-0.2459535,0.06854533,-0.2757503,walmart
-0.32018232,-0.12910499,0.75212276,uber technologies
-0.19457185,-0.5390426,0.24119072,wells fargo
-0.28678998,-0.13277422,-0.28269675,apple
