Date,apple,microsoft,amazon com,tesla,alphabet,alphabet,berkshire hathaway,unitedhealth,johnson & johnson,nvidia,meta platforms,procter & gamble,jpmorgan chase &,exxon mobil,visa,home depot,chevron,mastercard,abbvie,pfizer,bank of,coca cola,costco wholesale,pepsico,broadcom,eli lilly,walmart,thermo fisher scientific,verizon communications,cisco systems,walt disney,merck &,abbott laboratories,comcast,accenture,adobe,intel corporation,mcdonalds,wells fargo,danaher,bristol myers squibb,salesforce,texas instrument,nike,philip morris,union pacific,raytheon technologies,qualcomm,nextera,medtronic,advanced micro devices,amgen,at&t,united parcel service,cvs health,lowes companies,s&p global,honeywell,conocophillips,prologis,international business machines,oracle,anthem,american tower,intuit,caterpillar,target,deere,morgan stanley,american express,lockheed martin,charles schwab,goldman sachs,citigroup,altria,paypal holdings,applied material,general electric,blackrock,boeing,servicenow,automatic data processing,netflix,booking holdings,mondelez,starbucks,intuitive surgical,chubb ltd,duke,marsh & mclennan,stryker,zoetis,3m,crown castle,cigna,analog devices,southern,cme,gilead sciences,blackstone,micron technology,csx,t mobile us,tjx,pnc financial services,edwards lifesciences,becton dickinson,regeneron,aon,vertex,us bancorp,dominion,truist financial,colgate palmolive,eog resources,equinix,waste management,northrop grumman,intercontinental exchange,lam research,illinois tool,progressive,boston scientific,norfolk southern,charter communications,freeport mcmoran,fidelity national information serv,public storage,activision blizzard,estee lauder,newmont,general dynamics,ford motor,sherwin williams,dollar general,schlumberger,fiserv,eaton,humana,emerson electric,capital one financial,palo alto networks,general motors,sempra,air products and chemicals,marathon petroleum,moodys,hca healthcare,archer daniels midland,pioneer natural resource,dow,fedex,american electric power,american,uber technologies,marvell technology,block,marriott,kla,centene,metlife,l3harris technologies,occidental petroleum,mckesson,moderna,roper technologies,exelon,oreilly automotive,illumina,kimberly clark,warner bros. discovery inc series,sysco,nxp semiconductors,autozone,johnson controls,prudential financial,nucor,general mills,ecolab,cognizant technology solutions,iqvia holdings,synopsys,dexcom,williams,digital realty,valero,paychex,corteva,travelers companies,hilton worldwide holdings,realty income,chipotle mexican grill,kroger,welltower,autodesk,lululemon athletica,crowdstrike holdings,aflac,simon property,cadence design systems,fortinet,amphenol,idexx laboratories,xcel,hp,workday,sba communications reit corp class,devon,constellation brands,phillips 66,global payments,twitter,dollar tree,public service enterprise,motorola solutions,allstate,kinder morgan,baxter,agilent technologies,arthur j gallagher,msci,ross stores,microchip technology,electronic arts,parker hannifin,carrier global,cintas,yum brands,snowflake,avalonbay communities,trane technologies,dupont de nemours,consolidated edison,atlassian,ebay,equity residential,halliburton,verisk analytics,hershey foods,wec,transdigm,alexandria real estate equities,bank of new york mellon,resmed,walgreen boots alliance,discover financial services,fastenal,monster beverage,international flavors & fragrances,cheniere,weyerhaeuser,eversource,ameriprise finance,ppg industries,otis worldwide,oneok,m&t bank,biogen,t rowe price,svb financial,datadog,kraft heinz,rockwell automation,willis towers watson,hess,american water works,paccar,mettler toledo,ametek,cummins,aptiv,kkr and,align technology,arista networks,first republic bank,cbre,delta air lines,lyondellbasell industries nv class,republic services,extra space storage,southwest airlines,ball,cerner,old dominion freight line,tyson foods,expedia,edison,keysight technologies,zimmer biomet holdings,dte,invitation homes,trade desk,fifth third bancorp,state street,veeva systems,keurig dr pepper,corning,west pharmaceutical services,mccormick & co non voting
2022-01-05,174.92,316.38,3287.14,1088.12,2755.5,2753.07,309.92,489.69,172.22,276.04,324.17,164.21,163.78,66.75,220.0,407.24,122.22,373.9,135.87,55.63,47.18,60.79,549.92,173.82,643.0,260.65,143.92,618.52,54.02,60.28,155.19,78.88,135.16,50.22,397.18,514.43,53.87,267.19,52.29,305.3,62.16,227.67,186.82,162.25,95.95,252.79,89.57,186.5,89.73,106.01,136.15,225.14,19.78,214.56,105.81,254.75,455.76,211.06,75.65,157.65,138.22,86.46,458.22,264.57,593.7,219.75,228.86,372.05,101.68,171.76,358.14,89.31,398.63,62.85,48.64,187.16,153.74,99.37,891.77,213.07,572.76,243.06,567.52,2413.3,67.41,110.44,341.95,194.02,103.64,164.83,272.25,216.56,179.49,188.46,236.52,172.84,68.25,226.43,72.18,117.79,94.4,37.44,115.36,75.14,212.39,123.92,252.95,595.12,293.0,221.42,58.46,79.21,61.67,85.22,93.6,789.1,161.84,394.99,132.39,691.81,246.63,102.89,43.05,294.71,624.86,41.68,116.53,361.77,66.29,356.11,60.33,210.31,23.66,336.35,233.8,33.26,108.36,169.01,455.83,95.69,148.26,504.86,62.74,135.19,304.24,68.24,377.05,258.97,68.61,192.92,58.35,262.13,89.47,58.19,43.24,84.12,143.49,164.37,420.74,79.79,64.63,209.38,31.81,247.31,215.23,466.53,56.97,685.33,367.88,144.06,26.45,80.2,224.57,2034.03,79.03,111.4,122.72,68.8,233.23,90.02,261.61,339.77,487.81,26.8,162.88,78.2,131.69,47.24,159.77,151.8,71.08,1594.55,46.81,86.98,264.32,362.48,179.29,60.08,161.03,172.62,303.49,85.12,583.46,69.04,38.87,248.26,350.77,46.61,253.36,78.32,146.42,39.5,140.4,65.83,259.11,121.02,16.67,87.86,148.6,164.29,566.12,109.66,84.52,133.8,318.37,52.37,405.98,135.52,296.87,251.15,192.67,81.79,85.55,311.64,64.49,90.46,25.18,214.31,197.0,96.96,647.84,206.65,60.18,244.74,54.0,120.64,61.54,96.05,144.92,105.25,40.07,89.23,314.94,173.1,83.83,60.64,165.29,239.27,187.48,681.93,145.52,36.76,337.36,237.01,80.83,178.1,93.08,1583.11,143.43,226.95,168.28,68.98,578.84,133.15,197.97,106.72,40.28,96.27,134.16,217.74,43.99,91.42,92.55,342.28,89.72,181.3,65.2,192.16,130.01,119.25,43.89,79.64,46.43,97.15,241.57,37.03,38.18,403.97,96.92
2022-01-06,172.0,313.88,3265.08,1064.7,2754.95,2751.02,313.22,469.65,171.63,281.78,332.46,162.83,165.52,68.32,219.75,405.76,123.26,370.0,135.23,54.84,48.13,60.47,549.8,173.86,637.03,259.33,143.52,620.4,53.76,60.92,156.9,78.83,135.14,50.51,378.0,514.12,54.01,269.69,53.63,303.92,61.48,229.15,186.76,161.04,97.41,253.49,90.06,185.95,85.77,104.97,136.23,225.17,19.71,216.64,102.59,257.79,451.96,210.82,78.49,156.57,135.34,86.34,439.45,264.89,586.39,221.99,231.35,376.36,103.42,172.9,358.0,90.74,396.93,64.91,49.21,192.27,156.34,99.95,895.49,211.34,574.04,241.39,553.29,2429.97,67.38,111.14,334.18,197.99,103.47,166.69,271.5,217.42,178.0,192.5,227.54,173.39,68.17,225.71,71.59,119.16,95.65,37.71,115.57,75.47,220.57,123.23,249.73,598.44,290.5,221.65,60.05,79.06,63.98,84.66,95.52,775.08,162.85,397.27,133.16,701.91,246.6,105.25,42.59,296.64,631.95,40.53,116.65,365.34,63.82,355.39,58.67,211.74,24.46,333.56,235.8,34.05,109.14,169.41,367.53,96.23,150.73,532.91,62.87,136.16,298.02,70.15,374.62,254.51,69.22,198.33,58.24,263.19,89.18,59.19,42.03,85.53,144.66,165.22,432.22,76.34,66.45,217.55,32.76,244.61,216.06,471.5,56.73,700.22,378.93,143.12,25.72,79.67,226.96,2062.49,80.38,113.22,116.6,68.49,230.46,88.23,262.51,344.97,483.0,27.44,160.8,80.16,130.8,47.9,162.33,152.18,71.41,1620.97,47.12,87.63,264.11,368.77,187.49,61.19,163.16,173.12,314.0,85.19,576.36,68.5,38.68,250.63,349.17,48.37,244.79,80.48,151.26,39.59,142.82,65.89,257.69,122.4,17.02,86.78,149.12,166.08,562.98,109.44,85.3,129.69,324.13,53.5,403.0,136.92,297.09,251.93,195.03,81.99,85.37,313.75,66.81,90.72,25.61,212.67,196.57,96.35,644.76,209.84,61.3,241.8,52.44,122.82,61.89,95.52,143.82,109.56,40.39,88.9,319.2,170.62,84.71,61.65,171.93,237.3,190.02,733.29,143.89,36.83,335.11,234.34,85.25,175.3,94.01,1602.85,145.15,230.19,174.12,70.59,567.62,132.67,202.63,105.71,40.11,96.7,134.42,217.65,43.89,91.56,92.36,342.19,90.84,177.58,64.62,192.59,128.93,119.57,43.75,76.93,48.37,98.92,241.67,37.43,38.33,407.74,96.49
2022-01-07,172.17,314.04,3251.08,1026.96,2740.34,2740.09,319.78,458.6,173.95,272.47,331.79,162.74,167.16,68.88,216.96,393.61,125.03,369.65,134.88,55.72,49.18,60.33,536.18,174.08,619.15,259.5,144.89,607.07,54.24,61.13,157.83,80.3,135.56,50.05,370.75,510.7,53.44,267.06,54.77,295.67,62.83,228.31,179.44,156.97,99.14,254.78,90.44,180.41,86.41,105.16,132.0,227.29,19.84,218.16,104.19,251.09,446.75,215.75,80.64,153.73,134.83,87.51,434.99,266.58,567.56,224.19,230.78,378.65,104.05,174.38,360.14,91.74,397.51,65.78,49.77,187.6,150.81,101.4,892.27,215.5,566.39,238.84,541.06,2434.58,67.55,107.57,324.29,201.19,104.5,163.81,263.57,211.09,179.95,194.73,233.18,168.84,68.64,225.04,71.26,116.65,94.45,37.51,109.74,74.38,223.73,122.3,254.15,603.73,282.78,221.85,61.0,80.21,65.0,84.44,98.16,774.94,161.76,400.42,133.25,669.29,246.13,109.18,42.11,296.81,610.49,41.88,117.64,355.91,64.04,354.93,59.43,212.09,24.44,323.22,238.27,35.03,108.83,167.85,363.17,95.69,154.69,525.49,62.27,138.21,297.41,70.93,372.4,252.21,69.81,199.07,59.1,263.99,90.8,60.74,41.51,83.11,141.54,166.66,416.91,76.34,67.26,219.77,33.21,249.76,213.86,461.43,56.64,682.25,370.36,143.74,30.06,80.46,221.33,2014.77,79.27,114.79,114.44,68.57,229.87,87.42,256.91,330.36,471.49,28.01,161.06,81.0,128.84,48.42,166.24,152.0,71.41,1597.81,48.12,87.83,262.32,355.21,188.99,62.16,161.27,166.02,314.66,82.12,550.3,69.1,38.65,250.24,347.91,48.89,246.18,81.96,150.2,39.67,140.96,67.0,252.55,125.95,17.27,87.45,145.15,165.36,552.0,104.99,81.93,131.78,323.74,51.84,397.42,135.35,299.68,248.87,189.27,83.19,85.67,303.71,66.32,89.65,26.02,206.65,195.85,97.21,654.21,209.0,62.33,237.23,53.84,125.69,60.63,94.06,141.97,108.52,40.34,89.66,319.33,167.71,84.36,62.46,176.93,232.6,191.58,733.15,143.79,37.35,327.88,231.56,86.62,173.5,93.42,1542.39,142.38,234.35,169.47,69.5,546.99,129.48,204.06,104.78,41.51,97.61,133.77,208.45,45.35,90.51,92.32,332.6,91.01,179.91,65.0,188.0,128.15,119.69,42.92,78.94,48.8,101.66,231.47,37.3,37.97,390.47,96.04
2022-01-10,172.19,314.27,3229.72,1058.12,2773.39,2771.48,318.93,465.0,173.09,274.0,328.07,160.52,167.32,68.47,211.97,387.46,125.11,363.91,136.39,56.24,48.93,60.43,518.8,174.17,621.16,260.11,144.61,625.04,53.87,61.82,156.6,82.37,135.26,50.52,373.0,525.83,55.21,264.41,55.35,303.03,65.1,229.63,182.96,150.44,100.28,250.28,89.73,179.68,84.29,105.62,132.0,230.37,19.97,211.73,105.06,247.69,435.39,213.46,81.03,153.02,135.03,89.28,437.83,264.41,570.19,221.64,227.42,379.86,104.13,173.74,363.25,91.65,399.17,66.03,50.54,182.95,149.59,99.42,873.34,209.31,572.0,232.89,539.85,2426.4,67.03,106.03,325.53,198.82,104.56,165.18,263.85,212.6,177.41,190.67,233.69,170.4,68.53,222.8,72.09,114.72,93.89,36.54,105.74,72.49,222.45,120.12,259.17,621.27,282.0,223.96,61.36,79.83,65.29,83.71,98.06,764.33,159.41,402.23,131.5,664.29,243.84,110.0,42.41,287.97,605.43,41.62,116.37,359.82,63.11,335.89,60.43,210.61,23.85,323.3,236.31,35.12,107.75,166.42,385.18,95.3,157.15,522.61,61.07,137.7,295.1,70.45,361.79,249.47,69.93,199.12,58.4,256.55,90.5,61.41,42.6,82.21,144.48,162.05,418.73,77.84,67.5,223.44,32.38,250.72,233.7,453.63,56.82,675.08,362.28,144.59,28.59,79.31,221.83,2012.66,78.41,114.46,111.86,68.77,225.84,86.68,257.23,329.63,462.34,27.95,159.24,81.03,126.58,47.39,164.06,148.61,71.63,1543.46,49.1,87.54,262.39,348.43,192.5,62.91,160.88,165.88,324.71,81.92,558.65,69.86,38.96,252.31,342.58,48.5,247.08,83.86,147.01,39.97,135.74,66.26,256.03,123.54,17.43,86.31,145.16,162.43,541.86,103.12,82.93,128.9,317.45,52.32,399.23,133.46,302.73,248.64,190.14,81.97,84.78,312.98,64.57,89.68,25.85,206.68,194.64,96.9,644.0,207.82,62.8,237.35,53.73,127.52,60.17,92.73,140.59,107.95,40.15,88.99,318.65,166.19,84.66,60.78,177.49,235.31,189.21,711.21,146.33,37.36,330.15,232.62,85.15,170.03,92.36,1565.99,140.23,231.38,165.07,69.31,548.91,131.54,202.47,103.4,40.63,97.8,131.63,208.51,45.24,89.94,92.3,330.17,90.77,180.57,65.64,186.78,126.9,120.15,42.64,81.0,48.8,101.2,239.86,37.31,37.6,392.57,94.62
2022-01-11,175.08,314.98,3307.24,1064.4,2794.72,2800.35,319.8,469.0,171.25,278.17,334.37,158.66,167.49,71.35,214.38,386.67,127.97,366.29,136.97,56.69,49.21,60.45,522.03,174.09,622.05,262.32,144.2,620.5,53.59,62.37,157.89,81.67,135.7,51.14,375.11,529.89,55.91,262.12,56.06,305.33,65.48,234.84,184.64,150.3,100.99,246.42,90.72,185.4,84.79,107.89,137.31,232.38,19.88,211.27,106.04,249.5,441.02,216.31,83.59,152.99,132.87,88.48,453.73,260.49,578.72,219.95,227.55,380.55,105.92,175.38,364.14,93.91,403.05,67.11,49.48,191.52,152.45,101.79,888.19,216.02,578.44,235.28,540.84,2469.42,67.26,104.04,328.02,199.48,103.23,165.73,268.17,212.8,178.98,187.59,240.14,173.63,67.65,223.44,72.37,121.3,94.2,36.3,110.97,74.21,223.84,121.94,261.74,626.09,287.7,226.15,62.12,79.13,65.66,83.17,102.2,766.88,159.46,400.6,131.95,673.21,244.13,108.92,43.4,286.42,612.1,42.99,117.55,362.85,65.85,340.57,60.91,211.58,24.35,324.5,228.65,36.48,109.47,167.76,391.66,96.38,158.51,526.05,61.46,135.84,297.54,72.69,367.86,250.33,70.48,204.0,59.18,255.54,89.77,61.77,43.62,86.23,148.43,165.2,425.61,80.02,68.0,222.02,34.7,254.83,221.39,460.28,55.62,681.6,423.8,143.14,28.68,78.43,227.54,2000.98,79.56,115.39,110.84,68.53,226.62,87.97,260.29,340.38,481.17,28.87,159.03,83.85,128.77,48.41,163.16,152.5,71.29,1581.61,47.71,86.33,270.63,346.75,196.11,63.22,161.83,169.23,323.56,82.61,555.06,68.6,39.19,255.72,341.69,49.8,252.69,86.15,149.1,40.66,137.11,65.85,256.05,123.82,17.61,86.36,146.64,163.75,553.32,106.93,84.61,130.8,321.37,52.54,405.1,130.66,301.27,249.21,193.48,83.03,83.07,314.95,66.43,90.55,27.24,208.68,194.03,95.32,653.43,208.62,63.07,238.37,54.33,128.58,60.29,94.58,146.16,111.17,40.73,86.63,326.03,168.81,86.24,62.48,178.2,241.52,193.68,733.45,148.6,37.59,335.0,233.96,90.04,168.31,92.38,1571.43,142.58,232.39,159.7,71.68,559.64,133.18,205.26,105.28,41.23,99.33,132.1,210.06,45.83,89.85,92.26,325.47,90.99,182.47,64.36,191.7,128.38,118.78,43.16,84.88,49.05,102.35,240.04,37.83,38.04,399.49,95.21
2022-01-12,175.53,318.27,3304.14,1106.22,2828.61,2832.96,320.39,473.72,169.79,279.99,333.26,159.01,168.44,71.14,215.71,389.4,127.33,367.31,137.29,56.65,48.86,60.54,525.8,173.9,622.0,255.92,143.44,625.2,53.45,62.12,157.8,81.2,133.72,50.95,377.19,532.37,55.74,260.92,56.4,306.38,64.82,237.83,186.03,152.21,101.44,247.0,91.07,186.42,85.09,108.95,137.47,231.76,19.96,211.22,105.78,250.72,447.84,218.25,84.4,153.24,133.59,88.31,451.83,259.39,577.26,222.4,224.47,376.25,103.05,174.47,361.3,94.82,390.31,67.28,49.49,187.2,159.55,102.24,885.11,217.45,573.39,234.63,537.22,2436.1,67.37,103.87,323.16,197.82,103.62,166.37,268.03,212.81,179.42,189.42,238.78,173.75,67.78,226.18,72.25,122.34,95.11,36.64,110.85,73.41,224.93,122.26,261.91,631.44,287.7,226.14,62.49,79.32,66.33,82.87,102.77,764.46,159.43,395.53,133.48,686.32,246.24,109.85,44.41,288.18,613.98,45.15,117.51,367.43,64.81,345.55,61.52,211.93,24.47,321.59,228.6,36.45,108.5,171.46,395.28,96.92,158.79,532.02,61.03,136.22,299.75,73.08,372.9,249.3,70.42,204.91,59.26,256.21,90.29,61.37,43.04,84.94,145.47,164.86,433.86,80.32,67.62,220.09,34.75,254.63,222.89,464.52,55.99,683.6,413.37,143.09,28.79,78.19,229.02,2052.88,80.03,115.65,114.72,68.33,226.49,88.07,260.85,338.59,490.38,29.2,158.95,84.37,128.28,48.86,162.97,150.0,71.87,1554.07,47.14,86.31,269.6,352.72,187.97,63.34,161.93,170.18,320.79,82.88,554.63,68.59,38.99,257.96,338.51,49.9,248.12,86.3,148.73,40.25,136.9,66.04,256.85,123.79,17.65,86.44,149.51,165.73,559.08,105.44,85.23,132.5,325.11,53.0,406.21,129.15,307.14,250.72,195.24,83.72,83.19,320.59,64.32,90.98,27.44,207.39,195.84,95.7,658.59,209.97,63.55,244.17,53.91,127.8,60.38,93.98,146.09,114.3,41.05,87.49,328.2,168.45,86.95,62.5,179.53,225.34,180.83,737.77,146.33,37.3,335.1,233.77,91.58,169.18,92.54,1559.62,143.61,231.66,159.79,72.14,539.47,133.05,208.09,106.48,40.61,99.89,131.82,211.71,45.21,90.94,92.2,324.3,90.75,181.25,64.43,190.4,125.58,119.21,43.46,82.39,49.2,103.33,239.7,38.01,38.17,401.27,95.37
2022-01-13,172.19,304.8,3224.28,1031.56,2771.74,2782.62,321.26,467.43,168.76,265.75,326.48,158.29,168.23,70.63,215.0,386.98,126.8,369.52,133.52,55.54,48.76,60.9,516.88,174.18,597.19,249.67,145.47,600.89,53.52,61.5,155.44,81.32,129.65,51.28,361.37,516.9,54.94,261.41,56.0,292.05,64.6,228.63,184.15,149.59,102.1,247.62,91.56,183.89,84.9,108.78,132.74,230.85,20.23,210.47,105.34,250.7,436.27,219.43,83.62,153.15,134.76,87.79,446.83,255.44,552.92,227.0,225.83,380.39,102.55,173.29,365.18,93.38,390.8,67.78,50.31,181.01,157.18,102.46,867.58,223.9,521.26,231.93,519.2,2458.98,67.64,102.4,313.21,197.53,104.15,163.95,267.89,207.0,181.02,187.38,240.55,169.78,68.35,223.73,71.88,118.94,95.62,36.74,110.12,72.61,226.45,120.46,263.69,616.11,280.43,226.58,63.19,79.75,66.77,82.54,102.0,748.12,157.45,397.61,129.56,686.77,247.01,109.26,44.57,290.06,619.08,44.33,117.44,364.38,64.17,334.38,61.32,211.37,25.02,317.39,223.06,36.17,108.94,171.18,393.59,97.28,161.37,498.6,61.77,136.88,294.29,73.12,362.59,254.41,70.9,207.3,59.94,257.67,90.86,61.87,42.87,78.65,136.95,164.51,421.48,79.88,67.89,222.6,34.15,254.75,210.17,455.74,56.49,687.74,399.51,142.89,29.34,80.42,221.86,2048.4,78.43,116.42,112.72,68.9,223.28,87.2,252.07,327.51,455.78,28.93,157.62,83.36,126.63,48.9,163.05,149.9,71.7,1507.43,49.48,87.71,260.17,336.27,174.9,63.43,162.99,163.16,307.88,81.86,534.2,69.02,38.7,249.41,334.18,49.64,247.03,86.78,149.24,38.7,134.13,66.3,250.9,124.16,17.57,85.89,145.17,162.45,533.41,104.73,83.69,130.84,327.79,52.2,404.74,128.81,291.76,251.07,188.0,84.01,83.94,298.65,63.28,91.47,27.93,203.11,196.74,97.28,650.6,209.87,63.65,251.7,54.19,129.4,60.75,94.37,145.88,112.71,41.66,88.07,327.32,168.82,85.76,61.65,183.21,236.67,177.31,711.64,135.13,37.65,330.01,231.21,90.61,168.09,95.32,1503.69,144.06,235.98,158.57,69.86,524.78,131.2,200.52,105.68,41.47,101.37,130.64,206.61,45.79,91.02,92.19,317.83,93.21,185.06,64.07,186.61,128.07,119.83,43.62,75.76,49.54,103.44,227.15,38.45,38.09,380.78,95.51
2022-01-14,173.07,310.2,3242.76,1049.61,2789.61,2795.73,324.13,468.69,167.84,269.42,331.9,159.81,157.89,71.87,214.67,372.0,128.96,372.14,135.87,54.95,47.91,61.39,502.99,175.64,596.37,244.12,145.06,594.8,53.28,61.36,151.94,81.38,128.16,51.68,353.36,520.6,55.7,257.71,58.06,293.31,64.93,231.23,187.01,148.18,103.38,246.27,92.33,188.69,83.2,108.55,136.88,235.36,20.51,206.54,106.22,243.4,432.36,217.65,86.74,152.74,134.21,87.69,452.14,250.62,550.79,228.94,221.4,379.56,98.88,168.4,372.62,95.53,380.94,66.93,50.81,178.42,167.0,103.16,848.6,225.96,531.02,228.75,525.69,2450.95,68.1,100.12,307.74,196.26,104.04,161.2,266.71,206.18,178.74,184.15,242.17,172.0,68.66,223.19,71.77,116.12,97.36,36.44,108.52,71.18,222.2,118.26,262.62,615.24,273.45,234.06,63.25,79.17,67.41,83.45,105.63,746.76,156.65,403.45,126.6,729.82,243.84,109.75,44.86,288.28,607.69,44.08,118.04,361.79,65.39,322.05,61.22,213.1,25.19,308.46,217.08,37.81,109.11,170.92,391.66,97.47,160.56,499.11,61.1,137.96,291.35,74.74,353.55,257.0,71.55,215.7,60.74,256.22,90.98,61.91,41.51,83.0,133.29,162.8,445.0,80.55,68.37,227.86,35.51,256.52,204.73,447.8,56.24,678.87,405.14,143.2,31.18,79.79,225.29,2033.48,76.56,117.4,110.82,69.9,216.03,87.2,247.34,326.16,447.34,29.29,155.88,85.2,125.0,48.6,163.21,147.98,71.5,1498.13,49.12,87.51,259.1,328.98,176.7,64.06,155.7,161.75,312.54,81.61,529.35,68.97,38.42,254.31,326.27,50.39,248.64,88.58,150.55,38.44,130.81,65.25,251.13,124.08,17.89,85.74,144.68,157.7,526.74,102.27,84.29,130.44,326.93,51.1,397.45,127.06,289.59,248.68,180.0,84.97,83.52,297.39,63.45,90.83,28.74,198.15,199.53,96.25,645.38,210.28,63.6,252.16,54.3,127.54,59.2,89.91,145.79,113.0,40.98,87.38,328.58,165.0,84.18,62.61,185.34,239.3,174.97,704.41,138.28,38.02,325.05,229.12,91.78,163.57,96.5,1512.76,141.54,237.54,152.6,69.4,524.63,129.74,192.06,103.83,40.31,102.81,129.86,203.61,45.82,90.59,92.21,316.12,93.76,184.4,63.75,187.14,127.38,119.38,43.39,75.47,50.45,103.77,223.85,39.28,37.09,379.78,96.35
2022-01-18,169.8,302.65,3178.35,1030.51,2719.96,2725.81,320.29,460.99,167.1,259.03,318.15,156.73,151.27,73.08,215.71,366.72,129.38,366.3,136.78,54.11,46.26,60.9,488.07,173.96,577.79,247.07,142.52,590.1,53.43,59.73,152.27,81.54,126.57,50.18,348.28,513.34,54.76,256.48,56.69,288.4,64.89,226.06,182.28,146.95,101.73,238.04,90.75,178.86,81.25,107.49,131.93,233.83,20.61,205.59,104.51,238.41,424.15,213.59,87.51,153.43,132.94,85.55,448.09,250.23,537.82,229.87,220.01,383.91,94.01,166.17,376.54,92.16,354.4,65.3,50.46,174.46,152.36,102.89,832.0,225.01,522.34,226.44,510.8,2384.21,67.37,97.73,295.49,194.98,101.87,158.74,260.48,202.7,178.28,184.0,239.98,166.5,68.01,223.5,70.43,113.92,92.87,35.25,106.91,68.91,216.88,115.83,260.42,611.22,272.68,231.07,62.19,78.46,67.17,83.12,105.67,742.94,155.35,401.63,126.38,679.01,244.05,109.87,44.22,275.81,582.75,44.29,114.5,359.73,82.31,310.95,61.25,211.16,24.38,306.22,213.11,37.54,106.4,166.63,387.88,96.37,157.08,502.37,58.79,135.72,286.6,74.55,344.42,248.73,71.27,216.09,60.2,253.33,90.32,60.9,38.41,77.67,130.0,159.51,412.98,78.69,68.19,228.95,36.03,252.54,186.61,445.43,56.04,665.67,383.13,140.88,29.64,78.92,217.42,1967.56,74.74,115.73,106.7,69.26,213.4,86.19,242.32,313.48,429.87,29.59,155.87,85.64,123.03,48.14,163.57,144.52,69.73,1477.75,48.59,87.18,252.03,332.53,172.85,63.66,153.89,153.53,308.47,79.85,518.17,68.39,37.63,245.86,326.04,50.36,243.44,88.66,147.1,37.3,129.04,65.22,245.49,123.22,17.7,85.86,140.47,155.58,516.69,99.21,79.33,133.91,327.89,49.65,391.06,126.38,287.68,247.98,178.43,83.77,81.99,293.63,61.61,90.25,28.6,198.45,198.32,95.77,630.74,207.39,62.92,240.69,53.52,123.72,58.39,86.7,141.22,112.32,39.28,86.8,319.2,163.79,83.89,61.42,182.39,233.81,170.76,668.36,131.87,37.43,317.5,227.16,92.18,162.01,95.97,1483.75,139.56,236.0,149.56,67.96,489.56,127.09,179.94,101.41,39.54,100.98,128.61,200.21,45.43,89.55,92.03,313.76,93.72,177.56,63.75,181.42,126.35,118.38,43.26,71.0,49.62,101.01,218.27,38.15,36.65,372.16,97.47
2022-01-19,166.23,303.33,3125.98,995.65,2702.33,2713.04,314.75,462.52,166.58,250.67,319.59,162.0,148.93,73.11,214.68,359.69,128.91,360.73,135.21,53.54,46.44,61.0,490.16,175.21,563.97,245.05,143.94,593.37,53.5,58.9,150.11,81.29,126.05,50.33,343.74,516.58,53.62,255.22,55.57,287.03,64.72,226.27,178.3,145.11,101.49,239.49,89.7,172.47,82.59,107.76,128.27,231.3,20.59,203.76,103.45,234.7,422.95,210.73,87.28,153.59,131.58,83.38,448.29,249.0,545.35,221.66,223.84,375.9,95.73,161.39,377.33,91.51,347.32,64.24,50.09,173.55,143.07,100.62,825.5,217.08,521.29,224.83,515.86,2377.09,67.6,96.87,293.46,191.88,102.17,158.27,258.3,200.58,178.48,183.19,238.8,163.06,68.33,229.62,69.07,112.26,90.0,35.25,105.38,68.51,208.52,116.16,263.87,618.11,270.63,230.84,57.37,79.03,64.58,84.06,105.13,730.49,155.08,401.65,125.81,642.73,242.23,107.63,44.05,278.06,581.3,44.08,113.3,357.04,82.15,309.52,64.95,210.36,22.45,303.79,219.94,37.1,106.05,163.39,377.84,94.92,151.61,519.61,56.24,135.87,285.57,73.35,346.63,245.33,71.0,219.06,59.84,252.19,90.3,58.84,37.86,76.89,128.14,154.2,393.19,77.61,66.76,227.67,35.83,251.15,174.07,442.48,56.49,659.59,384.36,142.68,28.58,77.69,210.95,1945.89,73.71,113.19,104.25,69.15,214.8,86.04,240.28,312.14,435.23,29.03,154.93,84.21,121.27,47.22,160.07,142.21,68.57,1467.68,48.58,85.53,254.35,330.95,175.71,62.76,148.59,153.17,307.16,78.51,519.13,68.12,36.6,249.46,321.23,48.93,242.81,87.24,145.86,37.35,131.32,65.55,244.25,120.93,17.43,85.6,140.43,154.59,513.4,99.03,76.66,136.91,323.09,48.79,387.84,124.5,282.56,245.97,175.7,81.58,82.15,293.46,62.29,89.22,28.38,199.86,199.64,96.03,630.25,206.34,59.24,241.39,53.53,118.5,58.02,86.73,139.38,108.33,39.18,86.87,311.83,161.55,83.1,60.21,175.92,230.81,167.79,655.0,130.91,37.22,315.63,226.56,91.23,161.02,94.16,1469.07,138.84,231.1,145.88,66.88,497.59,125.31,174.03,98.89,38.82,100.88,129.15,198.41,44.43,91.75,91.77,312.43,92.71,176.46,63.5,180.45,123.27,118.67,42.85,69.0,47.97,93.88,220.13,38.38,35.96,375.45,96.06
