,company,n0_rec,n0_conf,n1_rec,n1_conf,n2_rec,n2_conf,n3_rec,n3_conf,n4_rec,n4_conf,n5_rec,n5_conf,n6_rec,n6_conf,n7_rec,n7_conf,n8_rec,n8_conf,n9_rec,n9_conf,n10_rec,n10_conf,n11_rec,n11_conf,n12_rec,n12_conf,n13_rec,n13_conf,n14_rec,n14_conf,n15_rec,n15_conf,n16_rec,n16_conf,n17_rec,n17_conf,n18_rec,n18_conf,n19_rec,n19_conf,n20_rec,n20_conf,n21_rec,n21_conf,n22_rec,n22_conf,n23_rec,n23_conf,n24_rec,n24_conf
10,paypal holdings,mcdonalds,0.9722067713737488,nike,0.9693524241447449,apple,0.8422867059707642,starbucks,0.7854646444320679,pepsico,0.7406964302062988,kroger,0.6976735591888428,yum brands,0.6643935441970825,ford motor,0.6179535388946533,eli lilly,0.617712140083313,abbvie,0.5700926184654236,walmart,0.49783793091773987,abbott laboratories,0.43646040558815,bristol myers squibb,0.42172279953956604,baker hughes,0.41937100887298584,emerson electric,0.4040695130825043,comcast,0.4039023816585541,halliburton,0.4006726145744324,pfizer,0.3964422941207886,chevron,0.3917686343193054,schlumberger,0.381557434797287,meta platforms,0.3789534866809845,berkshire hathaway,0.35164958238601685,philip morris,0.3044712543487549,amgen,0.2918761372566223,moderna,0.2876720130443573
11,starbucks,pepsico,0.9033819437026978,nike,0.8603287935256958,yum brands,0.8562030792236328,mcdonalds,0.8386553525924683,paypal holdings,0.7854645848274231,baker hughes,0.7544674873352051,halliburton,0.744308352470398,eli lilly,0.7375898361206055,emerson electric,0.7235060930252075,schlumberger,0.6964621543884277,kroger,0.5125482082366943,ford motor,0.49626997113227844,comcast,0.47731566429138184,abbvie,0.4685060381889343,bristol myers squibb,0.46696364879608154,apple,0.45311757922172546,twitter,0.43223798274993896,edwards lifesciences,0.42710691690444946,digital realty,0.39093926548957825,citigroup,0.384881854057312,netflix,0.36611509323120117,prudential financial,0.33375364542007446,exxon mobil,0.3214717209339142,visa,0.30196458101272583,caterpillar,0.29558065533638
12,fedex,united parcel service,0.994617760181427,dollar general,0.9421124458312988,accenture,0.9275029897689819,devon,0.7264803647994995,exxon mobil,0.7048517465591431,boeing,0.6506253480911255,nvidia,0.5979252457618713,prudential financial,0.510248064994812,occidental petroleum,0.5026446580886841,conocophillips,0.49375349283218384,dollar tree,0.4358353912830353,intel corporation,0.42584386467933655,netflix,0.4051731526851654,mastercard,0.40186673402786255,visa,0.3437800407409668,hess,0.3029111325740814,american express,0.26952409744262695,chevron,0.25778084993362427,biogen,0.25412535667419434,alphabet,0.23301176726818085,american,0.20608583092689514,charter communications,0.20512710511684418,wells fargo,0.19645370543003082,schlumberger,0.18147994577884674,ford motor,0.172669917345047
13,halliburton,schlumberger,0.9907633066177368,emerson electric,0.989074170589447,baker hughes,0.9870156049728394,starbucks,0.7443084716796875,exxon mobil,0.7242656946182251,devon,0.6541963219642639,nike,0.48124557733535767,pepsico,0.47200605273246765,mcdonalds,0.41281768679618835,paypal holdings,0.40067267417907715,yum brands,0.39268091320991516,cadence design systems,0.2905431389808655,edwards lifesciences,0.2823528051376343,synopsys,0.27790719270706177,occidental petroleum,0.25889918208122253,eli lilly,0.2464987337589264,valero,0.237945556640625,marathon petroleum,0.2348235845565796,chevron,0.22737744450569153,advanced micro devices,0.21677125990390778,micron technology,0.21616947650909424,boeing,0.1919100284576416,kroger,0.17256057262420654,prudential financial,0.15883515775203705,apple,0.1551842838525772
14,netflix,visa,0.9795544147491455,mastercard,0.9482058882713318,twitter,0.9382728338241577,american express,0.9068410396575928,prudential financial,0.8493235111236572,caterpillar,0.7655863761901855,biogen,0.7544714212417603,ford motor,0.7412401437759399,comcast,0.7251226305961609,yum brands,0.6439251899719238,microsoft,0.5550395250320435,digital realty,0.534359335899353,pepsico,0.5307490229606628,charter communications,0.5250303745269775,eli lilly,0.4429680109024048,boeing,0.43700119853019714,fedex,0.4051731526851654,kroger,0.39935699105262756,dollar tree,0.3784838318824768,united parcel service,0.37208759784698486,starbucks,0.36611509323120117,accenture,0.36184486746788025,dollar general,0.33192431926727295,bristol myers squibb,0.3092131018638611,exxon mobil,0.3066384792327881
15,morgan stanley,anthem,0.9720525741577148,goldman sachs,0.9532563090324402,fiserv,0.9238039255142212,expedia,0.9186248779296875,american,0.904967188835144,charter communications,0.8298991322517395,blackrock,0.8290595412254333,citigroup,0.8207482099533081,hess,0.8010544776916504,edwards lifesciences,0.7785747647285461,duke,0.7541214227676392,norfolk southern,0.7132968306541443,digital realty,0.7061728239059448,occidental petroleum,0.6664454936981201,conocophillips,0.6400609612464905,wells fargo,0.4520881175994873,amgen,0.3980264663696289,thermo fisher scientific,0.3732015788555145,agilent technologies,0.32058268785476685,bristol myers squibb,0.20969471335411072,prudential financial,0.19382807612419128,micron technology,0.18670740723609924,advanced micro devices,0.18309003114700317,pepsico,0.17831122875213623,twitter,0.17498460412025452
16,twitter,visa,0.9397146701812744,netflix,0.9382728338241577,caterpillar,0.8882255554199219,american express,0.8842596411705017,mastercard,0.8834103345870972,prudential financial,0.8059946894645691,comcast,0.7747942805290222,ford motor,0.7729669809341431,biogen,0.7256995439529419,yum brands,0.7186907529830933,digital realty,0.653154194355011,pepsico,0.6354798674583435,charter communications,0.5981646776199341,microsoft,0.5862884521484375,eli lilly,0.55366051197052,bristol myers squibb,0.4819784462451935,starbucks,0.43223801255226135,kroger,0.424578458070755,mcdonalds,0.3858812749385834,nike,0.35921722650527954,citigroup,0.33219078183174133,edwards lifesciences,0.3178158700466156,abbvie,0.2941226363182068,dollar tree,0.2902606725692749,walmart,0.2699444890022278
17,citigroup,edwards lifesciences,0.9503952264785767,digital realty,0.8696582913398743,goldman sachs,0.8492615222930908,charter communications,0.834659993648529,fiserv,0.8318988680839539,morgan stanley,0.8207483291625977,expedia,0.7996748685836792,anthem,0.7756240963935852,blackrock,0.6974791288375854,agilent technologies,0.6966302394866943,thermo fisher scientific,0.6888351440429688,duke,0.6253902912139893,american,0.6188864707946777,norfolk southern,0.5859835147857666,eli lilly,0.5825378894805908,pepsico,0.5532394647598267,yum brands,0.5418611168861389,amgen,0.534310519695282,bristol myers squibb,0.5122237205505371,hess,0.483148455619812,starbucks,0.3848819136619568,abbvie,0.375363826751709,comcast,0.36302512884140015,caterpillar,0.3523613214492798,twitter,0.33219078183174133
18,american express,visa,0.9529193639755249,mastercard,0.9137890338897705,netflix,0.9068409204483032,twitter,0.8842595815658569,biogen,0.7818328142166138,caterpillar,0.7383279800415039,comcast,0.7127052545547485,ford motor,0.6840132474899292,prudential financial,0.679810643196106,dollar tree,0.5910380482673645,microsoft,0.5709561109542847,qualcomm,0.5131084322929382,charter communications,0.5068986415863037,digital realty,0.4711386561393738,wells fargo,0.4544154107570648,kroger,0.45205166935920715,yum brands,0.4385419487953186,charles schwab,0.3953379690647125,boeing,0.37979090213775635,bristol myers squibb,0.3577425479888916,eli lilly,0.35292160511016846,northrop grumman,0.30734682083129883,dominion,0.30584001541137695,pfizer,0.3039150834083557,lockheed martin,0.3016013503074646
19,northrop grumman,lockheed martin,0.9755849838256836,dominion,0.9711729288101196,boeing,0.7053778171539307,biogen,0.6694098711013794,comcast,0.3563559651374817,american express,0.30734682083129883,moderna,0.30225419998168945,mastercard,0.29798057675361633,valero,0.2880343794822693,marathon petroleum,0.28787466883659363,philip morris,0.2841401696205139,netflix,0.2730242609977722,advanced micro devices,0.23286738991737366,micron technology,0.23029354214668274,visa,0.22814343869686127,prudential financial,0.21310806274414062,cadence design systems,0.19566386938095093,synopsys,0.18738971650600433,devon,0.18205031752586365,twitter,0.17257428169250488,vmware,0.15194852650165558,pfizer,0.14929607510566711,abbott laboratories,0.14197660982608795,dollar general,0.13653624057769775,exxon mobil,0.12815862894058228
20,pfizer,abbott laboratories,0.9625034332275391,philip morris,0.9357834458351135,moderna,0.9191280007362366,abbvie,0.859447717666626,qualcomm,0.7715154886245728,charles schwab,0.7078181505203247,bristol myers squibb,0.6507130861282349,amgen,0.6451505422592163,dollar tree,0.636215090751648,comcast,0.601992130279541,wells fargo,0.5767494440078735,kroger,0.5757549405097961,eli lilly,0.533287763595581,chevron,0.47434860467910767,mcdonalds,0.4272567629814148,ford motor,0.4104347229003906,biogen,0.39706408977508545,paypal holdings,0.3964422941207886,apple,0.31279295682907104,american express,0.3039151132106781,nike,0.27909183502197266,caterpillar,0.26317062973976135,oracle,0.24670474231243134,dominion,0.23983080685138702,yum brands,0.2314671128988266
21,visa,netflix,0.9795544147491455,mastercard,0.9682411551475525,american express,0.9529193639755249,twitter,0.9397146701812744,prudential financial,0.8108080625534058,caterpillar,0.7729803323745728,biogen,0.7453302145004272,ford motor,0.7355169057846069,comcast,0.7022513747215271,microsoft,0.5853583812713623,charter communications,0.5846765041351318,yum brands,0.5745928287506104,digital realty,0.5682417154312134,pepsico,0.4649876356124878,dollar tree,0.4320775270462036,kroger,0.41232720017433167,boeing,0.39614439010620117,eli lilly,0.39242249727249146,fedex,0.3437800407409668,qualcomm,0.32197606563568115,accenture,0.31941577792167664,wells fargo,0.3181454539299011,united parcel service,0.31576013565063477,bristol myers squibb,0.30560287833213806,starbucks,0.30196458101272583
22,charles schwab,qualcomm,0.9555438756942749,wells fargo,0.8681905269622803,dollar tree,0.8674540519714355,chevron,0.8285337686538696,pfizer,0.7078182697296143,abbott laboratories,0.6992176175117493,kroger,0.6648122668266296,oracle,0.6550352573394775,philip morris,0.5741813778877258,berkshire hathaway,0.5464354157447815,vmware,0.5162581205368042,moderna,0.5065367221832275,abbvie,0.43695658445358276,ford motor,0.3982114791870117,micron technology,0.39658647775650024,advanced micro devices,0.39631450176239014,american express,0.3953379988670349,cerner,0.3728347420692444,walmart,0.34845924377441406,apple,0.32943832874298096,conocophillips,0.31375548243522644,microsoft,0.3032273054122925,meta platforms,0.29836970567703247,comcast,0.2925247550010681,amgen,0.2898278534412384
23,comcast,biogen,0.8747499585151672,eli lilly,0.7864453196525574,twitter,0.7747942805290222,caterpillar,0.7693683505058289,yum brands,0.7570489645004272,bristol myers squibb,0.7386329174041748,ford motor,0.7381089925765991,netflix,0.7251226902008057,abbvie,0.7175537943840027,american express,0.7127053737640381,prudential financial,0.7116469144821167,visa,0.7022514343261719,pepsico,0.6089862585067749,digital realty,0.6046642065048218,pfizer,0.601992130279541,abbott laboratories,0.5991655588150024,mastercard,0.5820345878601074,kroger,0.5400540232658386,moderna,0.5312707424163818,mcdonalds,0.5274568200111389,charter communications,0.5154873132705688,amgen,0.5133573412895203,philip morris,0.5119031071662903,starbucks,0.47731566429138184,qualcomm,0.4700326919555664
24,fiserv,expedia,0.9500165581703186,anthem,0.929248571395874,morgan stanley,0.9238039255142212,blackrock,0.8934975862503052,goldman sachs,0.8868194818496704,citigroup,0.8318988084793091,charter communications,0.8270593285560608,edwards lifesciences,0.806809663772583,duke,0.7934051752090454,american,0.7925732135772705,digital realty,0.7912522554397583,norfolk southern,0.7660229802131653,hess,0.6850356459617615,thermo fisher scientific,0.5674430727958679,agilent technologies,0.5228078365325928,conocophillips,0.4591391980648041,occidental petroleum,0.4554663896560669,amgen,0.4513317048549652,caterpillar,0.3068976402282715,prudential financial,0.3060988783836365,bristol myers squibb,0.28336888551712036,twitter,0.24876636266708374,wells fargo,0.22844025492668152,valero,0.20386676490306854,marathon petroleum,0.19911286234855652
25,charter communications,digital realty,0.921608030796051,goldman sachs,0.8982222080230713,edwards lifesciences,0.8351408243179321,citigroup,0.834659993648529,morgan stanley,0.829899251461029,fiserv,0.8270593881607056,expedia,0.8225027322769165,anthem,0.8135559558868408,american,0.6823757886886597,prudential financial,0.6409902572631836,blackrock,0.6333515048027039,twitter,0.5981646776199341,visa,0.5846765041351318,hess,0.5696067810058594,caterpillar,0.5575823783874512,mastercard,0.5550508499145508,netflix,0.5250303745269775,comcast,0.5154873132705688,american express,0.5068987011909485,norfolk southern,0.5063506960868835,wells fargo,0.5001579523086548,occidental petroleum,0.4961051344871521,duke,0.49100014567375183,thermo fisher scientific,0.48834022879600525,yum brands,0.48177939653396606
26,arista networks,broadcom,0.9832202196121216,honeywell,0.9599179029464722,cerner,0.8592586517333984,alphabet,0.8424520492553711,vmware,0.8038209080696106,meta platforms,0.7458475828170776,microsoft,0.7339441180229187,oracle,0.6810230016708374,walmart,0.673741340637207,intel corporation,0.6186690926551819,berkshire hathaway,0.6012840867042542,nvidia,0.5399549603462219,apple,0.4583999514579773,cadence design systems,0.36486244201660156,synopsys,0.3647116422653198,valero,0.3060334324836731,marathon petroleum,0.30236127972602844,prudential financial,0.26055848598480225,ford motor,0.24256488680839539,caterpillar,0.24083811044692993,accenture,0.16423162817955017,dominion,0.14339092373847961,mastercard,0.13323670625686646,norfolk southern,0.12765762209892273,dollar general,0.12036756426095963
27,dominion,lockheed martin,0.9890138506889343,northrop grumman,0.9711730480194092,biogen,0.713824450969696,boeing,0.6724528074264526,moderna,0.4270288348197937,comcast,0.4138699471950531,philip morris,0.40637412667274475,valero,0.38117891550064087,marathon petroleum,0.37823161482810974,cadence design systems,0.36546534299850464,synopsys,0.35725945234298706,advanced micro devices,0.327634334564209,micron technology,0.3245477080345154,american express,0.30584001541137695,vmware,0.30188149213790894,mastercard,0.2752692997455597,abbott laboratories,0.26224485039711,prudential financial,0.2541559338569641,intel corporation,0.251088947057724,netflix,0.24150410294532776,pfizer,0.23983082175254822,microsoft,0.22574037313461304,nvidia,0.21415890753269196,visa,0.21024534106254578,devon,0.20978552103042603
28,philip morris,moderna,0.9931740760803223,pfizer,0.9357833862304688,abbott laboratories,0.9273651242256165,abbvie,0.7411816120147705,qualcomm,0.5948401689529419,charles schwab,0.574181318283081,amgen,0.5606621503829956,bristol myers squibb,0.5300357341766357,comcast,0.5119030475616455,dollar tree,0.45373573899269104,kroger,0.4121268391609192,dominion,0.4063740372657776,biogen,0.38696980476379395,eli lilly,0.3736276626586914,lockheed martin,0.3528234362602234,wells fargo,0.35237839818000793,paypal holdings,0.3044712245464325,chevron,0.3007936477661133,mcdonalds,0.2945360839366913,vmware,0.2892584800720215,advanced micro devices,0.28549501299858093,northrop grumman,0.2841401696205139,micron technology,0.28250396251678467,oracle,0.2794167697429657,apple,0.2758179306983948
29,advanced micro devices,micron technology,0.9999295473098755,cadence design systems,0.535727322101593,synopsys,0.5274823307991028,conocophillips,0.46094000339508057,chevron,0.4563242793083191,devon,0.42397341132164,charles schwab,0.39631450176239014,qualcomm,0.3925302028656006,norfolk southern,0.38810938596725464,hess,0.37242430448532104,berkshire hathaway,0.36650776863098145,wells fargo,0.36313995718955994,dollar tree,0.35517582297325134,lockheed martin,0.34683793783187866,abbott laboratories,0.3464801609516144,dominion,0.327634334564209,vmware,0.31020915508270264,american,0.3073580265045166,edwards lifesciences,0.29586702585220337,expedia,0.2878672778606415,philip morris,0.2854950726032257,duke,0.28017961978912354,kroger,0.2701413035392761,oracle,0.26556435227394104,moderna,0.26033371686935425
30,thermo fisher scientific,agilent technologies,0.9747410416603088,edwards lifesciences,0.7490822076797485,citigroup,0.6888351440429688,digital realty,0.6800975203514099,fiserv,0.5674431324005127,expedia,0.5572136640548706,synopsys,0.5111864805221558,cadence design systems,0.5102109909057617,norfolk southern,0.5005913972854614,charter communications,0.48834022879600525,blackrock,0.4657008647918701,duke,0.44762012362480164,eli lilly,0.44674423336982727,comcast,0.44321197271347046,amgen,0.43491703271865845,bristol myers squibb,0.4257858693599701,anthem,0.42280468344688416,goldman sachs,0.4007132053375244,morgan stanley,0.3732016086578369,yum brands,0.3626704812049866,biogen,0.36110496520996094,pepsico,0.35614681243896484,prudential financial,0.3494548797607422,abbvie,0.3448847532272339,caterpillar,0.3438735604286194
31,boeing,dollar general,0.7262986898422241,lockheed martin,0.7076053619384766,northrop grumman,0.7053779363632202,accenture,0.6934230327606201,devon,0.6861922740936279,exxon mobil,0.6774258017539978,dominion,0.6724528074264526,fedex,0.6506253480911255,united parcel service,0.6465674638748169,nvidia,0.5702713131904602,mastercard,0.5307568311691284,biogen,0.5268213748931885,prudential financial,0.44443243741989136,intel corporation,0.442562073469162,netflix,0.43700122833251953,visa,0.39614441990852356,american express,0.3797909617424011,alphabet,0.2886711359024048,microsoft,0.2669675946235657,dollar tree,0.24741977453231812,advanced micro devices,0.2412470430135727,micron technology,0.24041864275932312,schlumberger,0.23041348159313202,cadence design systems,0.22368773818016052,twitter,0.2084391862154007
32,caterpillar,twitter,0.8882255554199219,visa,0.7729803323745728,comcast,0.7693682909011841,netflix,0.7655863761901855,ford motor,0.7410693764686584,american express,0.7383279800415039,prudential financial,0.71122145652771,mastercard,0.6903809905052185,biogen,0.6822031736373901,digital realty,0.6647922992706299,yum brands,0.6496685743331909,microsoft,0.6317797899246216,pepsico,0.591231107711792,charter communications,0.5575823783874512,eli lilly,0.5290758013725281,bristol myers squibb,0.5200613737106323,kroger,0.3863288462162018,mcdonalds,0.37946468591690063,nike,0.35693037509918213,citigroup,0.3523613214492798,abbvie,0.34677088260650635,thermo fisher scientific,0.3438735604286194,amgen,0.33899372816085815,walmart,0.32725274562835693,edwards lifesciences,0.31348007917404175
33,moderna,philip morris,0.9931742548942566,pfizer,0.9191280007362366,abbott laboratories,0.9161728620529175,abbvie,0.7504774928092957,amgen,0.5968128442764282,bristol myers squibb,0.5705479383468628,qualcomm,0.5380913019180298,comcast,0.5312707424163818,charles schwab,0.5065367221832275,dominion,0.4270288348197937,biogen,0.4090959429740906,eli lilly,0.4035802483558655,dollar tree,0.3947950601577759,lockheed martin,0.37697210907936096,kroger,0.35369575023651123,northrop grumman,0.30225425958633423,wells fargo,0.29846084117889404,paypal holdings,0.2876720428466797,mcdonalds,0.274644672870636,cadence design systems,0.27283817529678345,synopsys,0.27056223154067993,advanced micro devices,0.26033374667167664,micron technology,0.25735804438591003,valero,0.25478553771972656,marathon petroleum,0.24998953938484192
34,conocophillips,hess,0.9322298169136047,occidental petroleum,0.9251683354377747,american,0.8889784812927246,anthem,0.6865413784980774,morgan stanley,0.6400610208511353,expedia,0.637856125831604,goldman sachs,0.6169803142547607,devon,0.5767464637756348,accenture,0.5442251563072205,united parcel service,0.5408875942230225,dollar general,0.5080685019493103,chevron,0.4939365088939667,fedex,0.49375349283218384,wells fargo,0.467933714389801,micron technology,0.4615222215652466,advanced micro devices,0.4609399437904358,charter communications,0.45928049087524414,fiserv,0.45913922786712646,norfolk southern,0.45427173376083374,duke,0.4193354845046997,blackrock,0.4173056483268738,exxon mobil,0.40657949447631836,edwards lifesciences,0.3926337957382202,berkshire hathaway,0.3598218560218811,nvidia,0.3430420160293579
35,dollar tree,qualcomm,0.9437189102172852,wells fargo,0.8747162222862244,charles schwab,0.8674540519714355,chevron,0.7581667900085449,kroger,0.6497747302055359,pfizer,0.636215090751648,american express,0.591038167476654,abbott laboratories,0.5544373989105225,ford motor,0.4796549081802368,comcast,0.46340465545654297,philip morris,0.4537357687950134,abbvie,0.4434760510921478,fedex,0.4358353912830353,visa,0.4320775270462036,biogen,0.42740702629089355,united parcel service,0.39826127886772156,moderna,0.3947950601577759,netflix,0.3784838318824768,micron technology,0.3579791784286499,advanced micro devices,0.35517579317092896,oracle,0.34651070833206177,mastercard,0.3412726819515228,berkshire hathaway,0.32659706473350525,twitter,0.2902606725692749,conocophillips,0.28016313910484314
